id;source;date;Domain;title;Label;url
37;Tribunnews;26-04-22;Pendidikan;"Sinergi Dua ""Arsitek"" Pendidikan untuk Masa Depan NU dan Indonesia";0;https://www.tribunnews.com/tribunners/7819986/sinergi-dua-arsitek-pendidikan-untuk-masa-depan-nu-dan-indonesia
38;Tribunnews;26-04-21;Pendidikan;Gibran Kagetkan Siswa di Yahukimo: Belajar Pakai Smartboard dan Makan Bergizi Gratis;0;https://www.tribunnews.com/regional/7819716/gibran-kagetkan-siswa-di-yahukimo-belajar-pakai-smartboard-dan-makan-bergizi-gratis
39;Tribunnews;26-04-20;Pendidikan;Kunci Jawaban IPS Kelas 9 Halaman 194 Kurikulum Merdeka: Soal Esai;0;https://www.tribunnews.com/pendidikan/7818935/kunci-jawaban-ips-kelas-9-halaman-194-kurikulum-merdeka-soal-esai
40;Tribunnews;26-04-17;Pendidikan;Praktisi Pendidikan Sebut Program MBG Harusnya Direncanakan Matang Sejak Awal;0;https://www.tribunnews.com/nasional/7818199/praktisi-pendidikan-sebut-program-mbg-harusnya-direncanakan-matang-sejak-awal
41;Tribunnews;26-04-16;Pendidikan;Maxim Gelar “Science Quiz” di Balikpapan, 78 Siswa Adu Kemampuan Akademik;0;https://www.tribunnews.com/pendidikan/7817728/maxim-gelar-science-quiz-di-balikpapan-78-siswa-adu-kemampuan-akademik
42;Tribunnews;26-04-16;Pendidikan;50 Soal PAS Matematika Kelas 2 Semester 2 Kurikulum Merdeka Lengkap dengan Kunci Jawaban ASAT, PAT;0;https://www.tribunnews.com/pendidikan/7817444/50-soal-pas-matematika-kelas-2-semester-2-kurikulum-merdeka-lengkap-dengan-kunci-jawaban-asat-pat
43;Tribunnews;26-04-14;Pendidikan;50 Soal Ujian Sekolah Sosiologi Kelas 12 2026 dan Kunci Jawaban ASAJ, US;0;https://www.tribunnews.com/pendidikan/7816379/50-soal-ujian-sekolah-sosiologi-kelas-12-2026-dan-kunci-jawaban-asaj-us
44;Tribunnews;26-04-13;Pendidikan;Pablo Benua Sebut Penguatan Pendidikan Hukum Dinilai Penting untuk Tingkatkan Kualitas SDM;0;https://www.tribunnews.com/pendidikan/7816170/pablo-benua-sebut-penguatan-pendidikan-hukum-dinilai-penting-untuk-tingkatkan-kualitas-sdm
45;Tribunnews;26-04-13;Pendidikan;Dari Kenakalan Jadi Harapan: Sekolah Rakyat Bantu Julio Menata Masa Depan;0;https://www.tribunnews.com/nasional/7815867/dari-kenakalan-jadi-harapan-sekolah-rakyat-bantu-julio-menata-masa-depan
46;Tribunnews;26-11-04;Pendidikan;Ibas Tekankan Pendidikan Fondasi Pembentukan Generasi Berkarakter di Tengah Tantangan Global;0;https://www.tribunnews.com/nasional/7815542/ibas-tekankan-pendidikan-fondasi-pembentukan-generasi-berkarakter-di-tengah-tantangan-global
47;Tribunnews;26-11-04;Pendidikan;Rusak Berat Akibat Banjir Bandang, Renovasi Sekolah MIN 4 Aceh Tamiang Ditargetkan Rampung 3 Bulan;0;https://www.tribunnews.com/regional/7815360/rusak-berat-akibat-banjir-bandang-renovasi-sekolah-min-4-aceh-tamiang-ditargetkan-rampung-3-bulan
48;Tribunnews;26-09-04;Pendidikan;Krisis Resiliensi Generasi Ancam Masa Depan Bangsa, Saatnya Pendidikan Berbenah;0;https://www.tribunnews.com/pendidikan/7814308/krisis-resiliensi-generasi-ancam-masa-depan-bangsa-saatnya-pendidikan-berbenah
49;Tribunnews;26-08-04;Pendidikan;Mengapa Kelulusan pada SNBP 2026 di Pilihan Kedua Jauh Lebih Rendah?;1;https://www.tribunnews.com/pendidikan-go/7814105/mengapa-kelulusan-pada-snbp-2026-di-pilihan-kedua-jauh-lebih-rendah
50;Tribunnews;26-07-04;Pendidikan;Pelaksanaan TKA 2026 Diharapkan Tingkatkan Mutu Evaluasi Pendidikan Nasional;0;https://www.tribunnews.com/pendidikan/7813632/pelaksanaan-tka-2026-diharapkan-tingkatkan-mutu-evaluasi-pendidikan-nasional
51;Tribunnews;26-07-04;Pendidikan;Mengenal Jalur College, Akses Transfer ke Universitas Top Amerika;0;https://www.tribunnews.com/pendidikan/7813570/mengenal-jalur-college-akses-transfer-ke-universitas-top-amerika
52;Tribunnews;26-04-04;Pendidikan;Ini Data Daya Tampung, Jumlah Pendaftar, hingga Jurusan Terfavorit pada SNBP 2026;0;https://www.tribunnews.com/pendidikan-go/7812425/ini-data-daya-tampung-jumlah-pendaftar-hingga-jurusan-terfavorit-pada-snbp-2026
53;Tribunnews;26-03-04;Pendidikan;Tak Hanya Akademik, Pengalaman Siswa dan Orangtua Tentukan Loyalitas pada Lembaga Pendidikan;0;https://www.tribunnews.com/pendidikan/7812247/tak-hanya-akademik-pengalaman-siswa-dan-orangtua-tentukan-loyalitas-pada-lembaga-pendidikan
54;Tribunnews;26-02-04;Pendidikan;Profil Adang Daradjatun, Eks Wakapolri yang Kritik Bintara Polri Sekolah 5 Bulan Hanya Bisa Baris;0;https://www.tribunnews.com/nasional/7811813/profil-adang-daradjatun-eks-wakapolri-yang-kritik-bintara-polri-sekolah-5-bulan-hanya-bisa-baris
55;Tribunnews;26-02-04;Pendidikan;Polri Ungkap Kasus Pelanggaran Peserta Didik 2025: Perilaku Menyimpang, Joki Ujian hingga Narkoba;0;https://www.tribunnews.com/nasional/7811510/polri-ungkap-kasus-pelanggaran-peserta-didik-2025-perilaku-menyimpang-joki-ujian-hingga-narkoba
56;Tribunnews;26-02-04;Pendidikan;Membedah Perbedaan Jurusan Sastra dan Pendidikan Bahasa: Mana yang Lebih Sesuai untuk Kamu?;1;https://www.tribunnews.com/pendidikan-go/7811491/membedah-perbedaan-jurusan-sastra-dan-pendidikan-bahasa-mana-yang-lebih-sesuai-untuk-kamu
57;Tribunnews;26-01-04;Pendidikan;HUT ke-47 UBL, Yayasan Pendidikan Budi Luhur Cakti Dorong Nilai Kebudiluhuran Mendunia;0;https://www.tribunnews.com/nasional/7811328/hut-ke-47-ubl-yayasan-pendidikan-budi-luhur-cakti-dorong-nilai-kebudiluhuran-mendunia
58;Tribunnews;26-03-30;Pendidikan;Prospek Kerja Lulusan Pendidikan Biologi: Peluang Karier Luas dari Guru hingga Edukator Lingkungan;0;https://www.tribunnews.com/pendidikan/7810286/prospek-kerja-lulusan-pendidikan-biologi-peluang-karier-luas-dari-guru-hingga-edukator-lingkungan
59;Tribunnews;26-03-27;Pendidikan;Anggota Komisi X DPR Ingatkan Efisiensi Anggaran Tak Boleh Korbankan Pendidikan;0;https://www.tribunnews.com/nasional/7809191/anggota-komisi-x-dpr-ingatkan-efisiensi-anggaran-tak-boleh-korbankan-pendidikan
60;Tribunnews;26-03-25;Pendidikan;Opsi Pembelajaran Daring Bergulir, Legislator NasDem Soroti Kesiapan SDM dan Infrastruktur;0;https://www.tribunnews.com/nasional/7808505/opsi-pembelajaran-daring-bergulir-legislator-nasdem-soroti-kesiapan-sdm-dan-infrastruktur
61;Tribunnews;26-03-25;Pendidikan;Komisi X DPR: Kebijakan PJJ Harus Dikaji, Jangan Korbankan Kualitas Pembelajaran;0;https://www.tribunnews.com/nasional/7808482/komisi-x-dpr-kebijakan-pjj-harus-dikaji-jangan-korbankan-kualitas-pembelajaran
62;Tribunnews;26-03-24;Pendidikan;Kunci Jawaban Akhlak Tasawuf Kelas 12 Halaman 85 Kurikulum Merdeka Bab 5: Ayo Berlatih;0;https://www.tribunnews.com/pendidikan/7808275/kunci-jawaban-akhlak-tasawuf-kelas-12-halaman-85-kurikulum-merdeka-bab-5-ayo-berlatih
63;Tribunnews;26-03-22;Pendidikan;Pendaftaran Beasiswa S2-S3 Unhan Dibuka Mulai 1 April 2026, Cek Daftar Prodi dan Syaratnya;0;https://www.tribunnews.com/pendidikan/7807868/pendaftaran-beasiswa-s2-s3-unhan-dibuka-mulai-1-april-2026-cek-daftar-prodi-dan-syaratnya
64;Tribunnews;26-03-19;Pendidikan;Transformasi Tata Kelola: Catatan Kunjungan Studi Banding Yayasan Joseph Esa Ene;0;https://www.tribunnews.com/tribunners/7806764/transformasi-tata-kelola-catatan-kunjungan-studi-banding-yayasan-joseph-esa-ene
65;Tribunnews;26-03-16;Pendidikan;Lebih dari 32 Ribu Anak Indonesia Terima Bantuan Ramadan untuk Pendidikan dan Kebutuhan Dasar;0;https://www.tribunnews.com/pendidikan/7805344/lebih-dari-32-ribu-anak-indonesia-terima-bantuan-ramadan-untuk-pendidikan-dan-kebutuhan-dasar
66;Tribunnews;26-03-15;Pendidikan;Handi Irawan: Pendidikan Indonesia Harus Mampu Merespons Disrupsi Teknologi Kecerdasan Buatan;0;https://www.tribunnews.com/nasional/7804988/handi-irawan-pendidikan-indonesia-harus-mampu-merespons-disrupsi-teknologi-kecerdasan-buatan
67;Tribunnews;26-03-13;Pendidikan;Cendekiawan NU Sebut Sistem Pendidikan LDII Dilakukan Secara Masif: Dari Sabang ke Merauke;0;https://www.tribunnews.com/nasional/7804073/cendekiawan-nu-sebut-sistem-pendidikan-ldii-dilakukan-secara-masif-dari-sabang-ke-merauke
68;Tribunnews;26-11-03;Pendidikan;LPDP Buka Beasiswa Akselerasi Universitas Unggulan 2026, Ada Pilihan Harvard-Stanford University;0;https://www.tribunnews.com/pendidikan/7802818/lpdp-buka-beasiswa-akselerasi-universitas-unggulan-2026-ada-pilihan-harvard-stanford-university
69;Tribunnews;26-09-03;Pendidikan;Ketangguhan Para PMI Perempuan Bangkit Lewat Pendidikan Berkelanjutan;0;https://www.tribunnews.com/nasional/7801824/ketangguhan-para-pmi-perempuan-bangkit-lewat-pendidikan-berkelanjutan
70;Tribunnews;26-08-03;Pendidikan;Bangun Karakter Generasi Muda, Wilmar Sosialisasikan Program Anti-Bullying kepada Siswa;0;https://www.tribunnews.com/pendidikan/7801448/bangun-karakter-generasi-muda-wilmar-sosialisasikan-program-anti-bullying-kepada-siswa
71;Tribunnews;26-05-03;Pendidikan;Dedikasikan Ilmu ke Generasi Muda, Praktisi Ini Tempuh S3 di Universitas Ciputra;0;https://www.tribunnews.com/adv/7800066/dedikasikan-ilmu-ke-generasi-muda-praktisi-ini-tempuh-s3-di-universitas-ciputra
72;Tribunnews;26-04-03;Pendidikan;Kesehatan dan Pendidikan Warga Meningkat, Walikota Tangsel Masih Hadapi Persoalan Lingkungan;0;https://www.tribunnews.com/metropolitan/7799906/kesehatan-dan-pendidikan-warga-meningkat-walikota-tangsel-masih-hadapi-persoalan-lingkungan
73;Tribunnews;26-02-03;Pendidikan;Kanibalisme Pendidikan, Mengerdilkan Otak demi MBG;1;https://www.tribunnews.com/tribunners/7798517/kanibalisme-pendidikan-mengerdilkan-otak-demi-mbg
74;Tribunnews;26-02-28;Pendidikan;Kunci Jawaban Bahasa Inggris Kelas 8 Halaman 277-278 Kurikulum Merdeka, Section 4: Worksheet 5.16;0;https://www.tribunnews.com/pendidikan/7797876/kunci-jawaban-bahasa-inggris-kelas-8-halaman-277-278-kurikulum-merdeka-section-4-worksheet-516
75;Tribunnews;26-02-28;Pendidikan;Dari Kursi Menteri ke Ruang Kelas: Mentan Amran Bantu Mahasiswi Yatim Piatu di Unhas;0;https://www.tribunnews.com/kilas-kementerian/7797751/dari-kursi-menteri-ke-ruang-kelas-mentan-amran-bantu-mahasiswi-yatim-piatu-di-unhas
76;Tribunnews;26-02-26;Pendidikan;Polemik Dana Pendidikan dan MBG, Misbakhun: Tidak Tepat Dipertentangkan;0;https://www.tribunnews.com/nasional/7797047/polemik-dana-pendidikan-dan-mbg-misbakhun-tidak-tepat-dipertentangkan
77;Tribunnews;26-02-26;Pendidikan;Anggaran Pendidikan untuk MBG: Rp233 T Sah Secara Hukum demi Perkuat Kualitas Pendidikan;0;https://www.tribunnews.com/tribunners/7796694/anggaran-pendidikan-untuk-mbg-rp233-t-sah-secara-hukum-demi-perkuat-kualitas-pendidikan
78;Tribunnews;26-02-26;Pendidikan;Kasus Dwi Sasetyaningtyas, Wamen Stella Christie: Gagalnya Pendidikan Moral sejak Dini;0;https://www.tribunnews.com/nasional/7796654/kasus-dwi-sasetyaningtyas-wamen-stella-christie-gagalnya-pendidikan-moral-sejak-dini
79;Tribunnews;26-02-26;Pendidikan;Kritik Mekanisme, Stella Christie Harap Beasiswa LPDP Tak Diberikan ke Orang Mampu;0;https://www.tribunnews.com/nasional/7796648/kritik-mekanisme-stella-christie-harap-beasiswa-lpdp-tak-diberikan-ke-orang-mampu
80;Tribunnews;26-02-22;Pendidikan;Kunjungan Rutin ke Sekolah Rakyat, Orang Tua: Banyak Perubahan Signifikan pada Anak;0;https://www.tribunnews.com/kilas-kementerian/7794804/kunjungan-rutin-ke-sekolah-rakyat-orang-tua-banyak-perubahan-signifikan-pada-anak
81;Tribunnews;26-02-20;Pendidikan;Komisi X DPR Minta Pemerintah Tanggung Biaya Kuliah Mahasiswa Terdampak Bencana Sumatra;0;https://www.tribunnews.com/regional/7793978/komisi-x-dpr-minta-pemerintah-tanggung-biaya-kuliah-mahasiswa-terdampak-bencana-sumatra
82;Tribunnews;26-02-19;Pendidikan;Menteri Pendidikan Timor Leste Teken MoU Bersama Unigoro, Bupati Bojonegoro: Kami Bangga!;0;https://www.tribunnews.com/adv/7793507/menteri-pendidikan-timor-leste-teken-mou-bersama-unigoro-bupati-bojonegoro-kami-bangga
83;Tribunnews;26-02-17;Pendidikan;Dari Padang ke Kampus Global: Jalan Salma Putri Menjadi Generasi Neuroscience;0;https://www.tribunnews.com/nasional/7792577/dari-padang-ke-kampus-global-jalan-salma-putri-menjadi-generasi-neuroscience
84;Tribunnews;26-02-17;Pendidikan;Rocky Gerung dan Hasto Wardoyo Soroti Tantangan Pendidikan Indonesia ke Depan;0;https://www.tribunnews.com/nasional/7792320/rocky-gerung-dan-hasto-wardoyo-soroti-tantangan-pendidikan-indonesia-ke-depan
85;Tribunnews;26-02-15;Pendidikan;Satu Tahun Pemerintahan, Gubernur NTT Fokus Pendidikan Kesehatan;0;https://www.tribunnews.com/regional/7791608/satu-tahun-pemerintahan-gubernur-ntt-fokus-pendidikan-kesehatan
86;Tribunnews;26-11-02;Pendidikan;Perkuat Link and Match Industri Lewat Asesmen Keterampilan di Level Pendidikan Vokasi;0;https://www.tribunnews.com/bisnis/7789884/perkuat-link-and-match-industri-lewat-asesmen-keterampilan-di-level-pendidikan-vokasi
87;Tribunnews;26-11-02;Pendidikan;Lomba Debat Indonesia 2026 Tingkat SMA, Cek Syarat dan Jadwal LDI;0;https://www.tribunnews.com/pendidikan/7789824/lomba-debat-indonesia-2026-tingkat-sma-cek-syarat-dan-jadwal-ldi
88;Tribunnews;26-09-02;Pendidikan;Pantun Angka di Podium, Abdul Mu’ti Tekankan Literasi Dasar di Konsolnas Pendidikan;0;https://www.tribunnews.com/nasional/7788957/pantun-angka-di-podium-abdul-muti-tekankan-literasi-dasar-di-konsolnas-pendidikan
89;Tribunnews;26-07-02;Pendidikan;Seskab Letkol Teddy Jalani Sesko TNI AD, Proses Pendidikan Dilakukan 2 Metode;0;https://www.tribunnews.com/nasional/7788099/seskab-letkol-teddy-jalani-sesko-tni-ad-proses-pendidikan-dilakukan-2-metode
90;Tribunnews;26-06-02;Pendidikan;Tragedi Siswa SD di Ngada NTT, Potret Kegagalan Negara dalam Memberikan Pendidikan Manusiawi;1;https://www.tribunnews.com/tribunners/7787618/tragedi-siswa-sd-di-ngada-ntt-potret-kegagalan-negara-dalam-memberikan-pendidikan-manusiawi
91;Tribunnews;26-05-02;Pendidikan;Polisi Ungkap Pemicu Siswa SD di NTT Akhiri Hidup, Ada Banyak Faktor, Termasuk Masalah Alat Tulis;0;https://www.tribunnews.com/regional/7787401/polisi-ungkap-pemicu-siswa-sd-di-ntt-akhiri-hidup-ada-banyak-faktor-termasuk-masalah-alat-tulis
92;Tribunnews;26-05-02;Pendidikan;Anggaran Pendidikan Dipakai untuk MBG, Guru Honorer Ajukan Gugatan ke MK;0;https://www.tribunnews.com/nasional/7787302/anggaran-pendidikan-dipakai-untuk-mbg-guru-honorer-ajukan-gugatan-ke-mk
93;Tribunnews;26-05-02;Pendidikan;Kisah Khoirul Anam, Satpam Bank Bergelar S2 Pecahkan Rekor MURI: Tidur Dikorbankan;0;https://www.tribunnews.com/nasional/7787253/kisah-khoirul-anam-satpam-bank-bergelar-s2-pecahkan-rekor-muri-tidur-dikorbankan
94;Tribunnews;26-04-02;Pendidikan;Benyamin Davnie: Pendidikan Jadi Penggerak Utama Pembangunan Daerah;0;https://www.tribunnews.com/metropolitan/7786937/benyamin-davnie-pendidikan-jadi-penggerak-utama-pembangunan-daerah
95;Tribunnews;26-04-02;Pendidikan;Tragedi Bocah SD di Ngada NTT: Cermin Kebijakan Pendidikan Belum Berpihak pada Kelompok Rentan;0;https://www.tribunnews.com/regional/7786687/tragedi-bocah-sd-di-ngada-ntt-cermin-kebijakan-pendidikan-belum-berpihak-pada-kelompok-rentan
96;Tribunnews;26-04-02;Pendidikan;Siswa SD Akhiri Hidup Karena Tak Mampu Beli Alat Tulis, Hetifah: Menyayat Hati, Tak Bisa Diterima;0;https://www.tribunnews.com/nasional/7786565/siswa-sd-akhiri-hidup-karena-tak-mampu-beli-alat-tulis-hetifah-menyayat-hati-tak-bisa-diterima
97;Tribunnews;26-03-02;Pendidikan;Tragedi Anak SD di NTT Meninggal Dunia Usai Buku Tak Terbeli, Potret Buram Pendidikan;0;https://www.tribunnews.com/nasional/7786344/tragedi-anak-sd-di-ntt-meninggal-dunia-usai-buku-tak-terbeli-potret-buram-pendidikan
98;Tribunnews;26-03-02;Pendidikan;Rapat dengan Mendiktisaintek, Politikus NasDem Tekankan Pemerataan Pendidikan di Daerah;0;https://www.tribunnews.com/regional/7786319/rapat-dengan-mendiktisaintek-politikus-nasdem-tekankan-pemerataan-pendidikan-di-daerah
99;Tribunnews;26-03-02;Pendidikan;Pendidikan Vokasi Pertanian Jadi Strategi Pemerintah Perkuat Regenerasi Petani Nasional;0;https://www.tribunnews.com/nasional/7786150/pendidikan-vokasi-pertanian-jadi-strategi-pemerintah-perkuat-regenerasi-petani-nasional
