id,source,date,title,url,article_text,label
128,Kompas,2026-06-03,"Mourinho Lampu Hijau, Konate dan Dumfries Selangkah Lagi ke Real Madrid",https://bola.kompas.com/read/2026/06/03/20534658/mourinho-lampu-hijau-konate-dan-dumfries-selangkah-lagi-ke-real-madrid,"KOMPAS.com - Real Madrid selangkah lagi mendapatkan dua rekrutan baru di bursa transfer musim panas 2026, Denzel Dumfries dan Ibrahima Konate. Pergerakan untuk merekrut Denzel Dumfries dan Ibrahima Konate dikatakan telah mendapatkan persetujuan Jose Mourinho selaku calon pelatih baru, seperti diungkap oleh pakar transfer, Fabrizio Romano. Real Madrid memperkuat lini belakang dengan mendatangkan dua pilar baru, yaitu Denzel Dumfries dari Inter Milan dan Ibrahima Konate dari Liverpool. Ibrahima Konate akan menjadi rekrutan pertama Real Madrid di bursa transfer musim panas 2026 dan mengawali rentetan bintang yang didatangkan ke Stadion Santiago Bernabeu. Dilansir dari Diario AS, Konate menyepakati kontrak empat tahun, tetapi baru akan bergabung jika presiden petahana, Florentino Perez, menang dari Enrique Riquelme di pemilihan presiden Real Madrid pada 7 Juni 2026. Sebelumnya, bek tengah Timnas Perancis ini memutuskan tak memperpanjang kontrak usai lima tahun bermain untuk Liverpool. Sementara, Real Madrid juga menambah amunisi di sektor bek kanan yang menjadi masalah di musim 2025-2026. AFP/NICOLAS TUCAT Bek Inter Milan asal Belanda, Denzel Dumfries, mengamati bola selama pertandingan sepak bola pekan pertama babak pertama Liga Champions UEFA antara Ajax Amsterdam dan Inter Milan, di Johan Cruijff ArenA di Amsterdam, pada 17 September 2025. Seperti dilaporkan oleh Fabrizio Romano, Real Madrid selangkah lagi mendatangkan Denzel Dumfries dari Inter Milan dengan menebus klausul pelepasan Dumfries senilai 20 juta euro (sekitar 417 miliar rupiah) dari Inter Milan. Opsi untuk menebus klausul pelepasan Dumfries dipilih oleh Real Madrid dengan pertimbangan kontrak sang pemain masih berlangsung di Inter Milan hingga 2028. Salah satu performa krusial yang ditunjukkan Dumfries bersama Inter Milan adalah ketika membawa Inter Milan lolos ke final Liga Champions musim 2024-2025. Dumfries mencetak dua gol kala Inter Milan bermain imbang 3-3 menghadapi Barcelona di leg kedua di Stadion Camp Nou pada 1 Mei 2025. Los Blancos memang masih memiliki Trent Alexander-Arnold sebagai salah satu bintang, tetapi kepergian bek senior Dani Carvajal dengan status bebas transfer membuat mereka mengincar Dumfries. Direkrut dari Liverpool pada bursa transfer musim panas 2025 dengan status bebas transfer, Trent Alexander-Arnold sempat tampil mengecewakan karena didera dua kali cedera otot. Total, bek kanan 27 tahun itu hanya turun 21 pertandingan dengan mencetak empat assist di Liga Spanyol. Kondisi ini membuat Trent Alexander-Arnold kemudian tak dipanggil oleh Thomas Tuchel ke Timnas Inggris untuk Piala Dunia 2026. Tuchel lebih memilih kapten Chelsea, Reece James dan pemain muda Newcastle United, Tino Livramento mengisi posisi bek kanan Timnas Inggris di ajang tersebut.",
129,Kompas,2026-06-03,"Rekap Hasil Polytron Indonesia Open, Ganda Putra Tersisa Dua dari Enam",https://www.kompas.com/badminton/read/2026/06/03/20483068/rekap-hasil-polytron-indonesia-open-ganda-putra-tersisa-dua-dari-enam,"KOMPAS.com - Ganda putra Indonesia berguguran di hari kedua Polytron Indonesia Open 2026, termasuk pemegang ranking tertinggi Fajar Alfian/Muhammad Shohibul Fikri. Polytron Indonesia Open 2026 hari kedua bergulir di Istora Senayan, Jakarta, pada Rabu (3/6/2026). Sebanyak 10 wakil Indonesia bertanding tetapi hanya empat yang lolos ke babak selanjutnya. Hasil di luar dugaan dialami Fajar Alfian/Muhammad Shohibul Fikri yang notabene ganda putra andalan Indonesia. Pasangan terbaik Indonesia, yang baru saja mencapai ranking 2 dunia pekan ini, harus menelan pil pahit berupa kekalahan dari ganda pelapis China, Chen Bo Yang/Liu Yi. Permainan taktis yang biasa dilakukan Fajar/Fikri tidak keluar. Mereka justru banyak mati sendiri dan membuang bola, sehingga kalah cukup telak 13-21, 14-21. ""Terima kasih untuk yang sudah dukung kami. Mohon maaf kami belum bisa maju ke babak selanjutnya,"" kata Fajar Alfian usai pertandingan. ""Lawan bermain sangat siap sekali, sangat baik. Mereka menjalankan pola permainan defense balik serang dan mempunyai pertahanan sangat rapat,"" imbuhnya. Kekalahan Fajar/Rian berarti ganda putra Indonesia kehilangan sebagian besar wakilnya di Polytron Indonesia Open 2026. Sebelumnya, tiga pasangan juga dipastikan terhenti, yaitu Leo Rolly Carnando/Daniel Marthin, Rahmat Hidayat/Muhammad Rian Ardianto, dan Devin Artha Wahyudi/Ali Faathir Rayhan. Beruntung, masih ada Raymond Indra/Nikolaus Joaquin yang sukses melangkah ke babak 16 besar Polytron Indonesia Open 2026. PBSI Ganda putra Indonesia, Raymond Indra/Nikolaus Joaquin, melangkah ke babak 16 besar Polytron Indonesia Open 2026. Raymond/Joaquin tampil meyakinkan dengan ciri khas menggebu-gebu dalam melancarkan serangan Ketika melibas pasangan Jepang, Kakeru Kumagai/Hiroki Nishi. Kemenangan dua gim langsung diamankan dengan skor yang tergolong telak, yakni 21-9, 21-13. Mereka terlihat rileks tanpa beban meski para seniornya berguguran. ""Tersisa dua atau berapa sih saya tidak mau terlalu memikirkan. Sekarang bagaimana caranya menampilkan permainan terbaik,"" kata Nikolaus Joaquin di Istora Senayan. ""Intinya mau dinikmati saja setiap pertandingannya. Saya bersama Raymond juga mau membuktikan lah kalau ganda putra Indonesia masih bisa bersaing di sini,"" jelasnya. Satu lagi ganda putra Indonesia yang mengikuti jejak Raymond/Joaquin adalah Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani.",
130,Kompas,2026-06-03,"Jafar/Felisha Puas Bisa Revans ke Wakil Korsel, Jadi Tambahan Motivasi",https://www.kompas.com/badminton/read/2026/06/03/20283788/jafar-felisha-puas-bisa-revans-ke-wakil-korsel-jadi-tambahan-motivasi,"KOMPAS.com - Pasangan ganda campuran Indonesia, Jafar Hidayatullah/Felisha Alberta Nathaniel Pasaribu, senang bisa membalas kekalahan dari wakil Korea Selatan, Kim Jae Hyeon/Jang Ha Jeong, pada babak pertama Polytron Indonesia Open 2026. Jafar/Felisha memastikan satu tempat di babak kedua Polytron Indonesia Open 2026 setelah meraih kemenangan atas Kim/Jang lewat kemenangan langsung dua gim, 21-11 dan 21-14, dalam tempo 34 menit di Istora Gelora Bung Karno, Jakarta, Rabu (3/6/2026). Kemenangan ini berhasil diraih berkat persiapan matang yang dijalani Jafar/Felisha. Mereka mempersiapkan strategi jitu untuk bisa meraih kemenangan dari wakil Korea Selatan tersebut. Jafar/Felisha enggan mengulang hasil pahit dari Kim/Jang seperti yang dirasakan pada Kejuaraan Bulu Tangkis Asia 2026, April lalu. Kala itu, Jafar/Felisha menyerah lewat duel rubber game dari Kim/Jang di babak 16 besar. Beruntung, hasil di babak pertama Polytron Indonesia Open 2026 berpihak pada ganda campuran andalan pelatnas Cipayung itu. Mereka pun mengaku cukup puas bisa membalas kekalahan di pertemuan sebelumnya. ""Alhamdulillah pertandingan lancar terus juga bisa memang dan revans. Pastinya puas banget dengan hari ini sudah mulai oke,"" kata Fajar dalam konferensi pers selepas pertandingan. ""Bersyukur pastinya bisa revans lawan Korea. Cukup senang tapi kalau puas belum. Saya ingin meningkatkan performa saya di berikutnya,"" timpal Felisha. Kendati demikian, masih banyak aspek yang dirasa masih perlu ditingkatkan oleh Jafar/Felisha. Apalagi, mereka berikutnya akan menghadapi pasangan Malaysia, Goh Soon Huat/Lai Shevon Jemie, pada babak 16 besar Polytron Indonesia Open 2026. ""Semakin melaju, lawan semakin bagus. Kalau kita begini begini saja mungkin tidak akan menang. Jadi harus ditingkatkan,"" ucap Felisha. ""Paling lebih bonding aja bukan hanya komunikasi tapi seluruhnya chemistry dan lainnya, lebih dipertajam lagi,"" imbuh dia. Terlepas dari itu, kemenangan di laga ini berhasil mengangkat moral bertanding Jafar/Felisha setelah tumbang di babak pertama Malaysia Masters 2026. ""Kemenangan ini juga supaya bisa mengembalikan kepercayaan diri kami. Bisa lebih baik lagi di pertandingan berikutnya,"" ungkap Jafar.",
131,Kompas,2026-06-03,"Barcelona Berambisi Kembali ke Aturan 1:1 La Liga, Tiga Pemain Ini Berpeluang Hengkang",https://bola.kompas.com/read/2026/06/03/20203948/barcelona-berambisi-kembali-ke-aturan-11-la-liga-tiga-pemain-ini-berpeluang,"KOMPAS.com - Manajemen raksasa Liga Spanyol (LaLiga), Barcelona, dilaporkan tengah memasuki tahapan krusial dalam menyusun strategi penyegaran. Hal tersebut dilakukan oleh Barcelona demi menekan beban upah sekaligus mendongkrak pemasukan klub menjelang dibukanya bursa transfer musim panas. Selain itu, Barcelona berambisi besar ke regulasi pembatasan finansial ekonomi 1:1 yang ditetapkan oleh otoritas LaLiga, yang diproyeksikan mampu memberikan kelonggaran serta fleksibilitas tinggi dalam mendaftarkan pilar-pilar baru. Guna merealisasikan target finansial tersebut sebelum tenggat periode akuntansi berjalan berakhir, Barcelona dikabarkan tengah sibuk menyaring opsi pelepasan beberapa penggawa mereka yang masa depannya di Camp Nou mulai tidak menentu. Di tengah proses kepindahan Ansu Fati menuju AS Monaco yang diklaim hampir mencapai kata sepakat, Diario Sport membeberkan ada tiga nama pemain lain yang kini mencuat ke permukaan sebagai kandidat kuat untuk dilego apabila ada tawaran yang dinilai cocok. Nama pertama yang menjadi pusat perhatian adalah talenta muda Roony Bardghji. Prospek dirinya untuk menembus susunan tim utama dinilai cukup terhambat lantaran kokohnya posisi Lamine Yamal di sektor sayap penyerangan favoritnya. Sadar akan pentingnya menit bermain reguler bagi fase perkembangannya, perwakilan sang pemain telah melayangkan sinyal bahwa kliennya sangat terbuka untuk opsi peminjaman pada musim depan. Walau pihak klub lebih menyukai formula penjualan permanen yang disertai klausul pembelian kembali, opsi melepasnya secara temporer tetap dipertimbangkan demi kebaikan sang pemain. Selain itu, keputusan besar juga tengah dihadapi oleh gelandang bertahan Marc Casado. Kendati dipandang sebagai salah satu elemen tepercaya dalam skuad, posisinya justru berada di urutan bawah dalam skema rotasi lini tengah yang diterapkan oleh pelatih Hansi Flick sepanjang musim lalu. Melihat ketatnya persaingan berebut tempat utama, agen dari sang pemain dilaporkan bakal mematok nilai transfer sekurang-kurangnya 20 juta euro (Rp 416,8 miliar) jika ada klub luar yang berminat menampungnya. AFP/JOSEP LAGO Gelandang Barcelona, Marc Casado, berpeluang dilepas Barcelona untuk bisa mendaftarkan Marc Casado di Liga Spanyol 2025/26. (Foto oleh Josep LAGO / AFP) Meskipun manajemen tim sendiri tidak secara aktif mendesak sang pemain untuk hengkang. Kasus yang dinilai paling pelik dan menyita perhatian manajemen melibatkan sosok penjaga gawang kawakan, Marc-Andre ter Stegen. Kiper berkebangsaan Jerman tersebut baru saja melewati masa peminjaman yang kurang berjalan mulus bersama Girona, di mana kendala cedera parah membatasi menit bermainnya hingga berdampak pada peluangnya menembus skuad tim nasional untuk Piala Dunia mendatang. Kondisi kian rumit setelah terdegradasi secara otomatis menutup rapat peluang perpanjangan masa baktinya di klub tersebut. Walaupun hubungan personal antara sang penjaga gawang dengan jajaran manajemen tetap berjalan harmonis, pencarian solusi terbaik yang saling menguntungkan kedua belah pihak masih terus diupayakan. Skenario peminjaman kembali ke klub lain tetap terbuka meskipun konsekuensinya pihak klub harus bersedia menanggung sebagian porsi gajinya. Sementara opsi pemutusan kerja sama lebih awal juga tidak sepenuhnya mustahil dilakukan kendati kontrak sang pemain masih tersisa hingga tahun 2028.",
132,Kompas,2026-06-03,Sumardji Ungkap Calvin Verdonk Absen di FIFA Matchday Juni,https://bola.kompas.com/read/2026/06/03/20061118/sumardji-ungkap-calvin-verdonk-absen-di-fifa-matchday-juni,"KOMPAS.com - Ketua Badan Tim Nasional (BTN), Sumardji, menyatakan bahwa Calvin Verdonk batal bergabung dengan Timnas Indonesia di FIFA Matchday Juni. Timnas Indonesia akan menghadapi Oman (5/6/2026) dan Mozambik (9/6/2026) di Stadion Utama Gelora Bung Karno pada ronde laga FIFA Matchday Juni 2026. Calvin Verdonk dan Joey Pelupessy menjadi dua pemain terakhir yang merapat ke skuad Garuda. Ketua BTN, Sumardji, mengatakan bahwa Verdonk batal bergabung dengan Timnas Indonesia di ronde laga ini. Hal tersebut ia utarakan pada acara Kompas Malam di Kompas TV pada Selasa (2/6/2026) malam WIB. ""Kemarin kami berkomunikasi dan Verdonk tadi pagi menyampaikan ada sesuatu hal yang tidak bisa ditinggalkan,"" ujarnya. ""Ada urusan keluarga yang lebih penting dan tidak bisa ditinggalkan. Sampai dengan sore tadi, Verdonk di FIFA Matchday ini kemungkinan tidak bisa bergabung."" Verdonk melakukan debutnya bagi Timnas Indonesia pada laga Kualifikasi Piala Dunia 2026 kontra Filipina pada April 2024. Sejak itu, ia menorehkan 14 canps bagi skuad Garuda. Di lain sisi, Pelupessy terlihat sudah berlatih bersama tim pada Rabu (3/6). Hingga artikel ini diturunkan, PSSI belum mengumumkan secara resmi nama pemain pengganti bek keturunan Aceh tersebut. Kiper: Emil Audero, Maarten Paes, Nadeo Argawinata Bek: Kevin Diks, Yakob Sayuri, Rizky Ridho, Sandy Walsh, Elkan Baggott, Muhammad Ferrari, Justin Hubner, Nathan Tjoe-A-On, Dony Tri Pamungkas, Mathew Baker Gelandang: Joey Pelupessy, Rayhan Hannan, Ivar Jenner Penyerang: Beckham Putra, Ragnar Oratmangoen, Ole Romeny, Mauro Zijlstra, Marselino Ferdinan, Saddil Ramdani",
133,Kompas,2026-06-03,Glenn Sugita Akui Sempat Ragu Persib Bisa Juara Super League 2025-2026,https://bola.kompas.com/read/2026/06/03/19463178/glenn-sugita-akui-sempat-ragu-persib-bisa-juara-super-league-2025-2026,"KOMPAS.com - Keberhasilan mempertahankan takhta tertinggi dalam kompetisi Super League 2025-2026 menyisakan cerita perjuangan yang luar biasa berat bagi skuad Persib Bandung. Di balik pesta kemenangan dan keberhasilan merengkuh gelar juara, tim berjuluk Persib Bandung ini ternyata harus melewati rintangan mental serta persaingan melelahkan yang menguras energi hingga pekan-pekan terakhir. CEO PT Persib Bandung Bermartabat, Glenn Sugita, secara terbuka mengungkapkan bahwa dirinya sempat diliputi perasaan bimbang dan ragu mengenai peluang mempertahankan gelar juara Persiib Bandung. Tekanan yang begitu besar dan jadwal kompetisi yang padat diakui menjadi faktor utama yang sempat menggoyahkan keyakinan manajemen, terutama saat memasuki fase-fase krusial di penghujung musim. Berdasarkan papan klasemen akhir, tim kebanggaan masyarakat Jawa Barat ini menyudahi kompetisi dengan mengoleksi total 79 poin dari 34 pertandingan yang telah dijalani. Perolehan angka tersebut sejatinya sama persis dengan yang dikumpulkan oleh Borneo FC yang bertengger di posisi kedua. Namun, Maung Bandung berhak menyandang status sebagai kampiun utama karena unggul dalam catatan rekor head-to-head atas Borneo FC, sementara Persija Jakarta membuntuti di peringkat ketiga dengan raihan 71 poin. Kekhawatiran akan ketatnya persaingan di jalur juara tersebut rupanya sempat membuat jajaran manajemen PBB ketar-ketir. Glenn Sugita bahkan mengaku sempat mencurahkan isi hatinya secara langsung kepada Gubernur Jawa Barat, Dedi Mulyadi, sebelum kompetisi benar-benar berakhir. ""Musim ini sangat berat. Saya pernah berkeluh kesah dengan pak Gubernur ini lima pertandingan terkahir akan sangat berat, saya juga kurang yakin,"" ucap Glenn saat ditemui di Gedung DPRD Provinsi Jawa Barat, Rabu (3/6/2026). Momen pertemuan di Gedung DPRD sebelum agenda rapat paripurna tersebut akhirnya berubah menjadi ruang apresiasi. Hadir pula dalam kesempatan itu Deputy CEO PT PBB Adhitia Putra Herawan, manajer Umuh Muchtar, serta dua perwakilan pemain, Achmad Jufriyanto dan Kakang Rudianto. Sebagai bentuk apresiasi atas keberhasilan mencetak hat-trick juara, Dedi Mulyadi secara langsung menggelontorkan bonus bernilai fantastis sebesar Rp 1 miliar untuk tim. Uniknya, dana segar tersebut diakui bersumber dari hasil peternakan pribadinya. ""Hari ini, saya menyampaikan bonus buat tim Persib juara tiga kali berturut-turut, nilainya Rp 1 miliar didapat dari hasil penjualan sapi,"" ujar Dedi dalam sambutannya. Pihak manajemen menyambut gembira perhatian besar yang ditunjukkan oleh jajaran pemerintah daerah terhadap prestasi klub. ""Terima kasih pak gubernur. Ini suatu penghargaan yang besar bagi kami, kami juga terimakasih didukung penuh oleh pemerintah hingga bisa juara tiga kali,"" kata Glenn menanggapi penghargaan tersebut.",
134,Kompas,2026-06-03,Manchester United Konfirmasi Kepindahan Rasmus Hojlund ke Napoli,https://bola.kompas.com/read/2026/06/03/19221298/manchester-united-konfirmasi-kepindahan-rasmus-hojlund-ke-napoli,"KOMPAS.com - Kub Liga Inggris (Premier League), Manchester United, secara resmi mengonfirmasi selesainya proses kepindahan permanen Rasmus Hojlund ke Napoli. Rampungnya kesepakatan ini mengakhiri spekulasi panjang mengenai masa depan Rasmus Hojlund setelah dirinya menghabiskan sepanjang musim 2025-2026 sebagai pemain pinjaman di Stadion Diego Armando Maradona. Kubu Man United menyampaikan salam perpisahan resmi kepada pemain berusia 23 tahun tersebut melalui sebuah pengumuman singkat di situs formal mereka. ""Rasmus Hojlund telah bergabung dengan Napoli secara permanen. Semua orang di klub ingin mengucapkan semoga Rasmus sukses di masa depan,"" demikian pernyataan dari Manchester United. Rasmus Hojlund has joined Napoli on a permanent transfer. Everyone at the club would like to wish Rasmus all the very best for the future ? Keputusan Napoli untuk mengamankan tanda tangan sang penyerang secara permanen didasari oleh pemenuhan klausul wajib beli yang disepakati tahun lalu. Partenopei, julukan Napoli, mengaktifkan opsi tersebut setelah berhasil mengunci tiket kelolosan ke Liga Champions. Nilai investasi total untuk kesepakatan transfer ini dilaporkan mencapai 38 juta poundsterling atau sekitar Rp 917,3 miliar. Bersama klub barunya, mantan penggawa Atalanta itu bersinar terang dengan mengemas 16 gol dari 44 penampilan di seluruh kompetisi, sekaligus membantu timnya finis sebagai runner-up liga serta merengkuh trofi Supercoppa Italiana. Melalui pernyataan resmi yang dirilis pada hari Rabu (3/6/2026) waktu setempat, manajemen Napoli menegaskan kepastian kepindahan tersebut karena syarat-syarat kontrak telah terpenuhi sepenuhnya. AFP/ALBERTO PIZZOLI Rasmus Hojlund menjadi pahlawan bagi Napoli setelah mencetak dua gol dalam kemenangan 2-1 atas Sporting Lisbon pada laga fase grup Liga Champions di Stadion Diego Armando Maradona, Rabu (1/10/2025) atau Kamis dini hari WIB. “Napoli mengumumkan bahwa syarat-syarat telah terpenuhi untuk akuisisi permanen hak olahraga Rasmus Hojlund dari Manchester United,” bunyi pernyataan dari Napoli. “Pada tanggal 13 September, pemain nomor 19 kami mencetak gol pertamanya dalam debutnya, membantu Napoli mengamankan kemenangan 3-1 atas Fiorentina di Stadion Artemio Franchi."" ""Ia telah tampil sebanyak 44 kali dengan seragam Azzurri, mencetak 16 gol,” lanjut pernyataan dair Napoli. Tim asal Naples itu juga memuji kontribusinya pada kompetisi piala domestik. “Dia juga memainkan peran kunci dalam kemenangan Napoli di Piala Super, mencetak gol dalam kemenangan semifinal atas Milan. “Selamat, Rasmus!” Meninggalkan Old Trafford setelah tiga tahun mengabdi dengan catatan 26 gol dari 95 laga memicu rasa haru tersendiri bagi sang penyerang.",
135,Kompas,2026-06-03,"Taklukkan Nao Hibino, Janice Tjen Melaju ke 16 Besar Birmingham Open 2026",https://www.kompas.com/sports/read/2026/06/03/18525168/taklukkan-nao-hibino-janice-tjen-melaju-ke-16-besar-birmingham-open-2026,"KOMPAS.com - Petenis putri kebanggaan Indonesia, Janice Tjen, sukses memastikan satu tempat di babak 16 besar turnamen Birmingham Open 2026. Kepastian ini didapat setelah ia berhasil melewati rintangan pertama pada ajang tersebut dengan menyingkirkan lawannya. Turun ke lapangan dengan status sebagai unggulan kedua, Janice Tjen harus berhadapan dengan wakil Jepang, Nao Hibino, pada laga putaran pembuka. Duel antara kedua petenis asal Asia ini berjalan sangat sengit, di mana sang wakil Merah Putih dituntut untuk berjuang ekstra keras melewati laga tiga set sebelum akhirnya mengunci tiket kelolosan menuju putaran kedua. Kemenangan tersebut diraih setelah ia sukses membungkam perlawanan petenis lawan dengan skor akhir 6-4, 3-6, dan 6-2. Walaupun secara hitungan di atas kertas Janice Tjen jauh lebih unggul, Nao Hibino ternyata tidak menyerah begitu saja dan terus memberikan perlawanan berarti. Pada awal laga, set pertama sukses direbut dengan cukup mulus lewat kedudukan 6-4. Sayangnya, situasi sempat berbalik pada set kedua saat Nao Hibino mulai menunjukkan dominasinya di atas lapangan. Kondisi tersebut memaksa anak asuh pelatih Chris Bint ini untuk merelakan set kedua terlepas dari genggaman dengan skor 3-6. Sebagai tambahan informasi, laga sengit antara kedua pemain ini sejatinya sempat dihentikan untuk sementara waktu lantaran kondisi cuaca yang tidak mendukung, yakni akibat turunnya hujan di area pertandingan. Memasuki set ketiga yang menjadi babak penentuan, rekan satu negara Aldila Sutjiadi ini mampu bangkit dan kembali menemukan ritme permainan terbaiknya. Berkat permainan yang agresif namun minim kesalahan sendiri, serta penguasaan jalannya laga yang apik, tiket ke babak selanjutnya berhasil dikunci melalui kemenangan meyakinkan 6-2. Hasil impresif dalam turnamen yang menjadi bagian dari agenda Grass-court Swing ini tentu menjadi suntikan moral yang positif bagi atlet berusia 24 tahun tersebut. Untuk pertandingan selanjutnya di babak 16 besar, lawan yang akan dihadapi oleh Janice Tjen masih belum ditentukan hingga saat ini. Nantinya, kampiun ajang Chennai Open 2025 tersebut akan menantang pemenang antara duel Ashlyn Krueger melawan Himeno Sakatsume di turnamen bertaraf WTA 125 yang digelar di Edgbaston Priory Club, Inggris, sejak 1 hingga 7 Juni 2026 tersebut.",
136,Kompas,2026-06-03,Hasil Polytron Indonesia Open: Raymond/Joaquin Bungkam Ganda Jepang,https://www.kompas.com/badminton/read/2026/06/03/18342008/hasil-polytron-indonesia-open-raymond-joaquin-bungkam-ganda-jepang,"KOMPAS.com - Raymond Indra/Nikolaus Joaquin sukses melangkah ke babak 16 besar Polytron Indonesia Open 2026 seiring kemenangan mutlak atas ganda Jepang. Hari kedua Polytron Indonesia Open 2026 bergulir di Istora Senayan, Rabu (3/6/2026). Raymond/Joaquin menang dua gim langsung atas Kakeru Kumagai/Hiroki Nishi (21-9, 21-13). Serangan tajam diperagakan Raymond/Joaquin di awal gim pertama. Mereka tancap gas memberikan tekanan kepada Kakeru Kumagai/Hiroki Nishi untuk memimpin 8-5. Raymond bertugas memukul di belakang, sementara Joaquin memaksa lawan terus mengangkat bola dengan permainan apik di depan net. Start meyakinkan untuk Raymond/Joaquin. Interval gim pertama berhasil diambil dengan kedudukan 11-6. Dominasi Raymond/Joaquin diperkaya dengan kejelian mata pasangan muda jebolan PB Djarum dalam melihat bola tepi garis saat meminta challenge. Poin beruntun didapatkan Raymond/Joaquin. Tekanan yang dilancarkan menghasilkan keunggulan jauh 15-7. Kumagai/Nishi lebih banyak bertahan menjelang akhir gim pertama. Situasi ini dimanfaatkan untuk terus mendulang poin 19-9. Satu pengembalian keluar dari Kakeru Kumagai menutup gim pertama. Raymond/Joaquin menang telak 21-9. Memasuki gim kedua, Raymond/Joaquin tampak bertukar posisi saat menyerang. Joaquin gantian menjalani peran penggebuk bola di belakang. Poin dihasilkan dari serangan mematikan yang dilancarkan Joaquin. Pasangan Indonesia membuka keunggulan 3-1. Keputusan Raymond/Joaquin memancing lawan dengan bola atas justru membuat Kumagai/Nishi melakukan kesalahan sendiri. Semangat menggebu-gebu ditunjukkan Raymond/Joaquin. Mereka tampak menikmati pertandingan dengan terus melempar senyuman baik ketika meraih poin maupun kehilangan poin. Interaksi keduanya membuktikan kekuatan komunikasi dan chemistry di lapangan. Raymond/Joaquin unggul 10-8. PBSI Ganda putra Indonesia, Raymond Indra/Nikolaus Joaquin, memastikan diri lolos ke semifinal All England 2026. Gaya tengil Nikolaus Joaquin sesekali muncul, seperti saat berpura-pura hendak mengambil bola yang jelas mengarah ke luar lapangan di poin 11-9.",
137,Kompas,2026-06-03,"Link Live Streaming Timnas Putri Indonesia Vs Singapura, Tayang di Mana?",https://bola.kompas.com/read/2026/06/03/18122938/link-live-streaming-timnas-putri-indonesia-vs-singapura-tayang-di-mana,"KOMPAS.com - Duel Timnas Putri Indonesia vs Singapura pada laga bertajuk Garuda Championship Series 2026 akan berlangsung pada Rabu (3/6/2026) pukul 19.00 WIB. Simak link live streaming dalam artikel ini. Pertandingan Timnas Putri Indonesia vs Singapura bakal tersaji di Stadion Acakmanik, Bandung. Pertemuan ini tentu menjadi momentum emas bagi skuad Garuda Pertiwi guna mendongkrak posisi mereka di daftar peringkat FIFA, mengingat laga ini terdaftar resmi sebagai pertandingan kategori FIFA A Match. Menjelang laga uji coba menghadapi kubu Singapura dan Kamboja, pelatih kepala, Satoru Mochizuki, telah memanggil sebanyak 26 pemain. Tim ini turut diperkuat oleh sederet pemain diaspora yang merumput di luar negeri, sebut saja Isa Warps, Felicia de Zeeuw, Emily Nahon, serta Iris de Rouw. Dari barisan pemain lokal, ban kapten masih dipercayakan untuk melingkar di lengan Safira Ika. Ia juga didampingi oleh pilar-pilar penting lainnya macam Helsya Maeisyaroh, Viny Silfianus, Reva Oktaviani, Sheva Imut, Vivi Oktavia Riski, Gea Yumanda, hingga Rosdillah Siti Nurrohmah. Sayangnya, skuad Timnas Putri Indonesia dipastikan tidak akan diperkuat sejumlah nama andalan pada laga ini. Pemain pilar seperti Claudia Scheunemann, Zahra Muzdalifah, dan Sydney Hopper terpaksa menepi dan harus absen dari panggilan. Meskipun begitu, sang pelatih asal Jepang tetap mematok harapan tinggi agar pasukannya bisa mengoptimalkan setiap menit bermain dengan materi pemain yang ada. Skuad Garuda Pertiwi dinilai telah menunjukkan perkembangan pesat berbekal pengalaman berharga dari turnamen FIFA Series 2026 di Thailand pada April silam, di mana mereka sanggup melibas Kaledonia Baru 4-2 pada perebutan tempat ketiga usai tumbang 1-7 dari Kongo di semifinal. ""Ekspektasinya, kesempatan pertandingan internasional seperti ini bisa memberikan pengalaman kepada pemain. Harapannya pemain bisa berkembang jauh lebih lagi,"" kata Mochizuki dikutip dari laman Antara. Di sisi berseberangan, tim tamu mendarat di Kota Bandung dengan membawa rombongan 23 pemain. Susunan skuad The Lionesses masih dihiasi oleh nama-nama andalan mereka seperti Danielle Tan, Farhanah Ruhaizat, Syazwani Ruzi, Venetia Lim, Dhaniyah Qasimah, dan Rosnani Azman. Hal yang patut digarisbawahi, calon lawan saat ini tengah berada dalam masa transisi semenjak menunjuk pelatih baru, Mihoko Ishida, pada bulan April 2026.",
