id,source,date,title,FINAL,url
11,CNN Indonesia,2026-06-07,"Hasil Uji Coba Jelang Piala Dunia: Leao Pukul Lawan, Portugal Menang",0,https://www.cnnindonesia.com/olahraga/20260607042927-142-1366215/hasil-uji-coba-jelang-piala-dunia-leao-pukul-lawan-portugal-menang
12,CNN Indonesia,2026-06-06,Jadwal Siaran Langsung Indonesia vs Vietnam di Piala AFF U-19,0,https://www.cnnindonesia.com/olahraga/20260606093335-142-1366008/jadwal-siaran-langsung-indonesia-vs-vietnam-di-piala-aff-u-19
13,CNN Indonesia,2026-06-06,3 Ciri Pemain Incaran Florentino Perez untuk Real Madrid,1,https://www.cnnindonesia.com/olahraga/20260606125054-142-1366060/3-ciri-pemain-incaran-florentino-perez-untuk-real-madrid
14,CNN Indonesia,2026-06-06,Jadwal Siaran Langsung Indonesia vs Kazakhstan di AVC Cup 2026,0,https://www.cnnindonesia.com/olahraga/20260606113028-178-1366029/jadwal-siaran-langsung-indonesia-vs-kazakhstan-di-avc-cup-2026
15,CNN Indonesia,2026-06-06,Veda Ega Disebut Kena Hukuman Long Lap Penalty di Moto3 Hungaria 2026,0,https://www.cnnindonesia.com/olahraga/20260606231820-156-1366212/veda-ega-disebut-kena-hukuman-long-lap-penalty-di-moto3-hungaria-2026
16,CNN Indonesia,2026-06-06,2 Wakil Indonesia di Final Indonesia Open 2026,1,https://www.cnnindonesia.com/olahraga/20260606224918-170-1366210/2-wakil-indonesia-di-final-indonesia-open-2026
17,CNN Indonesia,2026-06-06,"Hasil Indonesia Open 2026: Raymond/Joaquin ke Final, Hadapi Malaysia",0,https://www.cnnindonesia.com/olahraga/20260606220342-170-1366207/hasil-indonesia-open-2026-raymond-joaquin-ke-final-hadapi-malaysia
18,CNN Indonesia,2026-06-06,Reaksi Janice Tjen Usai Juara Birmingham Open 2026,1,https://www.cnnindonesia.com/olahraga/20260606125850-170-1366061/reaksi-janice-tjen-usai-juara-birmingham-open-2026
19,CNN Indonesia,2026-06-06,Hasil Indonesia Open 2026: Rachel/Febi Gagal ke Final,0,https://www.cnnindonesia.com/olahraga/20260606214125-170-1366205/hasil-indonesia-open-2026-rachel-febi-gagal-ke-final
20,CNN Indonesia,2026-06-06,Klasemen MotoGP 2026 setelah Marquez Menang Sprint Race GP Hungaria,0,https://www.cnnindonesia.com/olahraga/20260606204409-156-1366203/klasemen-motogp-2026-setelah-marquez-menang-sprint-race-gp-hungaria
21,CNN Indonesia,2026-06-06,Hasil Sprint Race MotoGP Hungaria 2026: Marquez Melesat Jadi Pemenang,0,https://www.cnnindonesia.com/olahraga/20260606194504-156-1366195/hasil-sprint-race-motogp-hungaria-2026-marquez-melesat-jadi-pemenang
22,CNN Indonesia,2026-06-06,Kata-kata Jonatan Christie Usai Lolos ke Final Indonesia Open 2026,1,https://www.cnnindonesia.com/olahraga/20260606185957-170-1366172/kata-kata-jonatan-christie-usai-lolos-ke-final-indonesia-open-2026
23,CNN Indonesia,2026-06-06,Hasil AVC Women's Volleyball Cup 2026: Indonesia Kalahkan Iran 3-1,0,https://www.cnnindonesia.com/olahraga/20260606183454-178-1366169/hasil-avc-womens-volleyball-cup-2026-indonesia-kalahkan-iran-3-1
24,CNN Indonesia,2026-06-06,Hasil Kualifikasi Moto3 Hungaria 2026: Veda Start dari Posisi 9,0,https://www.cnnindonesia.com/olahraga/20260606180627-156-1366166/hasil-kualifikasi-moto3-hungaria-2026-veda-start-dari-posisi-9
25,CNN Indonesia,2026-06-06,"Hasil Indonesia Open: Jonatan Christie Comeback, Lolos ke Final",0,https://www.cnnindonesia.com/olahraga/20260606170617-170-1366154/hasil-indonesia-open-jonatan-christie-comeback-lolos-ke-final
26,CNN Indonesia,2026-06-06,"Hasil Kualifikasi MotoGP Hungaria 2026: Sempat Jatuh, Marquez Nomor 1",0,https://www.cnnindonesia.com/olahraga/20260606161550-156-1366130/hasil-kualifikasi-motogp-hungaria-2026-sempat-jatuh-marquez-nomor-1
27,CNN Indonesia,2026-06-06,Rahasia An Se Young Menang Usai Tertinggal 7-17: Tak Lihat Skor,0,https://www.cnnindonesia.com/olahraga/20260606150843-170-1366113/rahasia-an-se-young-menang-usai-tertinggal-7-17-tak-lihat-skor
28,CNN Indonesia,2026-06-06,Hasil FP2 MotoGP: Marc Marquez Paling Cepat,0,https://www.cnnindonesia.com/olahraga/20260606153347-156-1366128/hasil-fp2-motogp-marc-marquez-paling-cepat
29,CNN Indonesia,2026-06-06,An Se Young vs Akane Yamaguchi di Final Indonesia Open 2026,0,https://www.cnnindonesia.com/olahraga/20260606145736-170-1366107/an-se-young-vs-akane-yamaguchi-di-final-indonesia-open-2026
30,CNN Indonesia,2026-06-06,"Sempat Tertinggal 7-17, An Se Young Lolos ke Final Indonesia Open 2026",0,https://www.cnnindonesia.com/olahraga/20260606143757-170-1366092/sempat-tertinggal-7-17-an-se-young-lolos-ke-final-indonesia-open-2026
31,CNN Indonesia,2026-06-06,"Hasil FP2 Moto3 Hungaria: Veda Ega Kecelakaan, Quiles Tercepat",0,https://www.cnnindonesia.com/olahraga/20260606140722-156-1366074/hasil-fp2-moto3-hungaria-veda-ega-kecelakaan-quiles-tercepat
32,CNN Indonesia,2026-06-06,Manajer Honda Team Asia: Veda Ega Fantastis,0,https://www.cnnindonesia.com/olahraga/20260606095233-156-1366013/manajer-honda-team-asia-veda-ega-fantastis
33,CNN Indonesia,2026-06-06,Janji Hakim Danish Usai P15 di Practice Moto3 Hungaria,1,https://www.cnnindonesia.com/olahraga/20260606115830-156-1366042/janji-hakim-danish-usai-p15-di-practice-moto3-hungaria
34,CNN Indonesia,2026-06-06,"Kondisi Messi Membaik, Mungkin Dimainkan di Laga Uji Coba",0,https://www.cnnindonesia.com/olahraga/20260606115240-142-1366041/kondisi-messi-membaik-mungkin-dimainkan-di-laga-uji-coba
35,CNN Indonesia,2026-06-06,Janice Tjen/Talia Gibson Juara Birmingham Open 2026,0,https://www.cnnindonesia.com/olahraga/20260606123048-170-1366056/janice-tjen-talia-gibson-juara-birmingham-open-2026
36,CNN Indonesia,2026-06-06,Deretan Tim Dilewati Timnas Indonesia di Ranking FIFA Usai Tekuk Oman,0,https://www.cnnindonesia.com/olahraga/20260606094610-142-1366009/deretan-tim-dilewati-timnas-indonesia-di-ranking-fifa-usai-tekuk-oman
37,CNN Indonesia,2026-06-06,Ketika Pokemon Jadi Primadona Bapak-bapak di Indonesia Open 2026,0,https://www.cnnindonesia.com/olahraga/20260606072733-170-1365994/ketika-pokemon-jadi-primadona-bapak-bapak-di-indonesia-open-2026
38,CNN Indonesia,2026-06-06,Hasil Final NBA 2026: Knicks Hajar Spurs 105-104 di Game 2,0,https://www.cnnindonesia.com/olahraga/20260606110657-178-1366026/hasil-final-nba-2026-knicks-hajar-spurs-105-104-di-game-2
39,CNN Indonesia,2026-06-05,"Piala Dunia 2006: Italia, Calciopoli, dan Akhiri Kutukan Adu Penalti",0,https://www.cnnindonesia.com/olahraga/20260605154101-142-1365795/piala-dunia-2006-italia-calciopoli-dan-akhiri-kutukan-adu-penalti
40,CNN Indonesia,2026-06-06,Kata-kata Veda Ega Usai Tempati Posisi ke-2 di Practice Moto3 Hungaria,1,https://www.cnnindonesia.com/olahraga/20260606091851-156-1366005/kata-kata-veda-ega-usai-tempati-posisi-ke-2-di-practice-moto3-hungaria
41,CNN Indonesia,2026-06-06,"Timnas Indonesia Hajar Oman, Oratmangoen Akhiri Puasa Gol 20 Bulan",0,https://www.cnnindonesia.com/olahraga/20260606073149-142-1365995/timnas-indonesia-hajar-oman-oratmangoen-akhiri-puasa-gol-20-bulan
42,CNN Indonesia,2026-06-05,Mudahnya Jumpa Atlet Idola Secara Gratis di Indonesia Open 2026,0,https://www.cnnindonesia.com/olahraga/20260605165831-170-1365834/mudahnya-jumpa-atlet-idola-secara-gratis-di-indonesia-open-2026
43,CNN Indonesia,2026-06-06,"Profil Mathew Baker, Debutan Termuda di Timnas Indonesia",0,https://www.cnnindonesia.com/olahraga/20260606084234-142-1366001/profil-mathew-baker-debutan-termuda-di-timnas-indonesia
44,CNN Indonesia,2026-06-05,Messi dan Ronaldo Pakai Lencana Khusus di Piala Dunia 2026,0,https://www.cnnindonesia.com/olahraga/20260605184901-142-1365907/messi-dan-ronaldo-pakai-lencana-khusus-di-piala-dunia-2026
45,CNN Indonesia,2026-06-06,Jadwal Siaran Langsung Sprint Race MotoGP Hungaria 2026,0,https://www.cnnindonesia.com/olahraga/20260606081409-156-1366000/jadwal-siaran-langsung-sprint-race-motogp-hungaria-2026
46,CNN Indonesia,2026-06-06,Erick Thohir Puji Keberanian John Herdman Mainkan Pemain Muda,0,https://www.cnnindonesia.com/olahraga/20260606064343-142-1365992/erick-thohir-puji-keberanian-john-herdman-mainkan-pemain-muda
47,CNN Indonesia,2026-06-05,Kisah Raymond/Joaquin dan Lapangan 1 Istora di Indonesia Open,1,https://www.cnnindonesia.com/olahraga/20260605214326-170-1365961/kisah-raymond-joaquin-dan-lapangan-1-istora-di-indonesia-open
48,CNN Indonesia,2026-06-06,Jadwal 4 Wakil Indonesia di Semifinal Indonesia Open 2026,0,https://www.cnnindonesia.com/olahraga/20260606065547-170-1365993/jadwal-4-wakil-indonesia-di-semifinal-indonesia-open-2026
49,CNN Indonesia,2026-06-06,"Top 3 Sports: Timnas Indonesia Sikat Oman, Veda Ega Naik Peringkat 3",1,https://www.cnnindonesia.com/olahraga/20260606063230-178-1365991/top-3-sports-timnas-indonesia-sikat-oman-veda-ega-naik-peringkat-3
50,CNN Indonesia,2026-06-06,Daftar 4 Wakil Indonesia di Semifinal Indonesia Open 2026,0,https://www.cnnindonesia.com/olahraga/20260606060905-170-1365990/daftar-4-wakil-indonesia-di-semifinal-indonesia-open-2026
51,Kompas,2026-06-07,Media Vietnam Ungkap Kunci Kemenangan Timnas Indonesia Lawan Oman,1,https://bola.kompas.com/read/2026/06/07/10232948/media-vietnam-ungkap-kunci-kemenangan-timnas-indonesia-lawan-oman
52,Kompas,2026-06-07,Pengamat Sebut Timnas Indonesia Vs Mozambik Bisa Jadi Persiapan Piala AFF 2026,0,https://bola.kompas.com/read/2026/06/07/09584328/pengamat-sebut-timnas-indonesia-vs-mozambik-bisa-jadi-persiapan-piala-aff-2026
53,Kompas,2026-06-07,"Ragnar dan Audero Tangguh, Timnas Indonesia Tunjukkan Kualitas",0,https://bola.kompas.com/read/2026/06/07/09314778/ragnar-dan-audero-tangguh-timnas-indonesia-tunjukkan-kualitas
54,Kompas,2026-06-07,"Hasil Argentina Vs Honduras 2-0, Lautaro 1 Gol dan 1 Assist",0,https://bola.kompas.com/read/2026/06/07/09163238/hasil-argentina-vs-honduras-2-0-lautaro-1-gol-dan-1-assist
55,Kompas,2026-06-07,John Herdman Punya Tugas Berat Tingkatkan Level Pemain Domestik di Timnas Indonesia,0,https://bola.kompas.com/read/2026/06/07/08360198/john-herdman-punya-tugas-berat-tingkatkan-level-pemain-domestik-di-timnas
56,Kompas,2026-06-07,Jadwal Final Polytron Indonesia Open 2026: Jojo dan Ray/Jo Siap Pecah Telur,0,https://www.kompas.com/badminton/read/2026/06/07/08075718/jadwal-final-polytron-indonesia-open-2026-jojo-dan-ray-jo-siap-pecah
57,Kompas,2026-06-07,"Jadwal Indonesia Vs Vietnam, Timnas U19 Dituntut Naik Level",0,https://bola.kompas.com/read/2026/06/07/08032268/jadwal-indonesia-vs-vietnam-timnas-u19-dituntut-naik-level
58,Kompas,2026-06-07,Jadwal Siaran Langsung Indonesia Vs Vietnam di ASEAN U19 Championship 2026,0,https://bola.kompas.com/read/2026/06/07/07205618/jadwal-siaran-langsung-indonesia-vs-vietnam-di-asean-u19-championship-2026
59,Kompas,2026-06-07,"Hasil Brasil Vs Mesir 2-1, Endrick Bawa Samba Menang!",0,https://bola.kompas.com/read/2026/06/07/07093538/hasil-brasil-vs-mesir-2-1-endrick-bawa-samba-menang
60,Kompas,2026-06-07,Bintang Irak Ditahan 7 Jam di Bandara AS Jelang Piala Dunia 2026,1,https://bola.kompas.com/read/2026/06/07/06480698/bintang-irak-ditahan-7-jam-di-bandara-as-jelang-piala-dunia-2026
61,Kompas,2026-06-07,Staf Manajerial Timnas Iran Dipersulit AS Dapat Visa Jelang Piala Dunia 2026,0,https://bola.kompas.com/read/2026/06/07/06313188/staf-manajerial-timnas-iran-dipersulit-as-dapat-visa-jelang-piala-dunia-2026
62,Kompas,2026-06-07,"Hasil Inggris Vs Selandia Baru 1-0: Harry Kane Pahlawan, Tiga Singa Menang Susah Payah",0,https://bola.kompas.com/read/2026/06/07/05495408/hasil-inggris-vs-selandia-baru-1-0-harry-kane-pahlawan-tiga-singa-menang-susah
63,Kompas,2026-06-07,"Hasil Portugal Vs Chile 2-1: Bruno Fernandes Bersinar, 2 Kartu Merah",0,https://bola.kompas.com/read/2026/06/07/05375968/hasil-portugal-vs-chile-2-1-bruno-fernandes-bersinar-2-kartu-merah
64,Kompas,2026-06-07,Jadwal AVC Women's Volleyball Cup 2026: Indonesia Vs Kazakhstan di Laga Kedua,0,https://www.kompas.com/sports/read/2026/06/07/05225888/jadwal-avc-womens-volleyball-cup-2026-indonesia-vs-kazakhstan-di-laga
65,Kompas,2026-06-07,Piala AFF U19 2026: Indonesia Digusur Kamboja dari Peringkat Kedua Terbaik,0,https://bola.kompas.com/read/2026/06/07/04350748/piala-aff-u19-2026-indonesia-digusur-kamboja-dari-peringkat-kedua-terbaik
66,Kompas,2026-06-07,"Justin Hubner Cedera Lawan Oman, John Herdman Tak Pasti Mainkan Lawan Mozambik",0,https://bola.kompas.com/read/2026/06/07/04080498/justin-hubner-cedera-lawan-oman-john-herdman-tak-pasti-mainkan-lawan-mozambik
67,Kompas,2026-06-07,Hasil Amerika Serikat Vs Jerman 1-2: Modal Positif Der Panzer Jelang Piala Dunia,0,https://bola.kompas.com/read/2026/06/07/03445688/hasil-amerika-serikat-vs-jerman-1-2-modal-positif-der-panzer-jelang-piala-dunia
68,Kompas,2026-06-07,Reaksi Emosional Gavi Usai Dipanggil ke Skuad Spanyol untuk Piala Dunia 2026,1,https://bola.kompas.com/read/2026/06/07/02452238/reaksi-emosional-gavi-usai-dipanggil-ke-skuad-spanyol-untuk-piala-dunia-2026
69,Kompas,2026-06-07,Fabio Capello Beberkan Alasan Ronaldo Tinggalkan Real Madrid,1,https://bola.kompas.com/read/2026/06/07/01312568/fabio-capello-beberkan-alasan-ronaldo-tinggalkan-real-madrid
70,Kompas,2026-06-07,Cerita Beppe Marotta Menentang Transfer Cristiano Ronaldo ke Juventus,1,https://bola.kompas.com/read/2026/06/07/00292078/cerita-beppe-marotta-menentang-transfer-cristiano-ronaldo-ke-juventus
71,Kompas,2026-06-06,Arsenal Disebut Dekati Bek Muda PSG Emmanuel Mbemba,0,https://bola.kompas.com/read/2026/06/06/23321958/arsenal-disebut-dekati-bek-muda-psg-emmanuel-mbemba
72,Kompas,2026-06-06,Rekap Hasil Semifinal Polytron Indonesia Open: Sejarah Jojo dan Ray/Jo,0,https://www.kompas.com/badminton/read/2026/06/06/23212378/rekap-hasil-semifinal-polytron-indonesia-open-sejarah-jojo-dan-ray-jo
73,Kompas,2026-06-06,"Tugas Berat AC Milan, Yakinkan Mike Maignan untuk Bertahan",0,https://bola.kompas.com/read/2026/06/06/22585718/tugas-berat-ac-milan-yakinkan-mike-maignan-untuk-bertahan
74,Kompas,2026-06-06,Piala Dunia 2026: Thomas Tuchel Khawatir Kondisi Stadion Raymond James,0,https://bola.kompas.com/read/2026/06/06/22555268/piala-dunia-2026-thomas-tuchel-khawatir-kondisi-stadion-raymond-james
75,Kompas,2026-06-06,Hasil Polytron Indonesia Open 2026: Raymond/Joaquin Lolos ke Final,0,https://www.kompas.com/badminton/read/2026/06/06/22450858/hasil-polytron-indonesia-open-2026-raymond-joaquin-lolos-ke-final
76,Kompas,2026-06-06,Piala Dunia 2026: Lewis Hamilton Pilih Dukung Brasil daripada Inggris,0,https://bola.kompas.com/read/2026/06/06/22302788/piala-dunia-2026-lewis-hamilton-pilih-dukung-brasil-daripada-inggris
77,Kompas,2026-06-06,Federico Chiesa Ungkap Kebenaran di Balik Kepergiannya dari Juventus,1,https://bola.kompas.com/read/2026/06/06/22091488/federico-chiesa-ungkap-kebenaran-di-balik-kepergiannya-dari-juventus
78,Kompas,2026-06-06,"Perluas Basis Timnas Putri, PSSI Pantau Talenta Muda di Hydroplus Soccer League",0,https://bola.kompas.com/read/2026/06/06/21510828/perluas-basis-timnas-putri-pssi-pantau-talenta-muda-di-hydroplus-soccer-league
79,Kompas,2026-06-06,"Man United Tertarik Gaet Sandro Tonali, Newcastle Patok Harga Rp 2,3 Triliun",0,https://bola.kompas.com/read/2026/06/06/21300408/man-united-tertarik-gaet-sandro-tonali-newcastle-patok-harga-rp-23-triliun
80,Kompas,2026-06-06,"Munas IESPA 2026 Perkuat Sinergi, Dorong Ekosistem Esports Profesional",0,https://www.kompas.com/sports/read/2026/06/06/21182778/munas-iespa-2026-perkuat-sinergi-dorong-ekosistem-esports-profesional
81,Kompas,2026-06-06,Kompetisi Format Liga Tempa Mental Juara Talenta Sepak Bola Putri,0,https://bola.kompas.com/read/2026/06/06/21103288/kompetisi-format-liga-tempa-mental-juara-talenta-sepak-bola-putri
82,Kompas,2026-06-06,"Polytron Indonesia Open 2026: Waspadai Victor Lai, Jonatan Christie Bidik Gelar Juara",0,https://www.kompas.com/badminton/read/2026/06/06/20380278/polytron-indonesia-open-2026-waspadai-victor-lai-jonatan-christie-bidik
83,Kompas,2026-06-06,"Timnas Indonesia Bisa Segera Tembus 100 Besar FIFA, Asal Penuhi Hal-Hal Ini",1,https://bola.kompas.com/read/2026/06/06/20364428/timnas-indonesia-bisa-segera-tembus-100-besar-fifa-asal-penuhi-hal-hal-ini
84,Kompas,2026-06-06,"Hasil Sprint Race MotoGP Hongaria 2026, Marc Marquez Menang, Tampil Dominan",0,https://www.kompas.com/motogp/read/2026/06/06/20283928/hasil-sprint-race-motogp-hongaria-2026-marc-marquez-menang-tampil-dominan
85,Kompas,2026-06-06,"Timnas Racikan John Herdman Tunjukkan Progres, tapi Dianggap Belum Teruji Sepenuhnya",0,https://bola.kompas.com/read/2026/06/06/20232038/timnas-racikan-john-herdman-tunjukkan-progres-tapi-dianggap-belum-teruji
86,Kompas,2026-06-06,"Foden dan Palmer Absen, John Terry Ragukan Inggris di Piala Dunia 2026",0,https://bola.kompas.com/read/2026/06/06/20203368/foden-dan-palmer-absen-john-terry-ragukan-inggris-di-piala-dunia-2026
87,Kompas,2026-06-06,Timnas Voli Putri Indonesia Sukses Bekuk Iran 3-1 di Laga Perdana AVC Cup 2026,0,https://www.kompas.com/sports/read/2026/06/06/20110098/timnas-voli-putri-indonesia-sukses-bekuk-iran-3-1-di-laga-perdana-avc-cup
88,Kompas,2026-06-06,Pengamat Nilai Kenaikan Ranking Timnas Indonesia Cermin Peningkatan Kualitas Tim,0,https://bola.kompas.com/read/2026/06/06/20050398/pengamat-nilai-kenaikan-ranking-timnas-indonesia-cermin-peningkatan-kualitas-tim
89,Kompas,2026-06-06,"Barcelona Bidik Josko Gvardiol, Man City Berharap Sang Pemain Teken Kontrak Baru",0,https://bola.kompas.com/read/2026/06/06/19484228/barcelona-bidik-josko-gvardiol-man-city-berharap-sang-pemain-teken-kontrak-baru
90,Kompas,2026-06-06,Semesta Mendukung Jonatan Christie Kejar Juara Polytron Indonesia Open,0,https://www.kompas.com/badminton/read/2026/06/06/19462978/semesta-mendukung-jonatan-christie-kejar-juara-polytron-indonesia-open
91,Kompas,2026-06-06,Bocoran dari Federico Chiesa Panaskan Rumor Curtis Jones ke Inter,1,https://bola.kompas.com/read/2026/06/06/19435518/bocoran-dari-federico-chiesa-panaskan-rumor-curtis-jones-ke-inter
92,Kompas,2026-06-06,"Cerita Mathew Baker Pilih Nomor 4, Pernah Dipakai Jay Idzes dan Jordi Amat",1,https://bola.kompas.com/read/2026/06/06/19330348/cerita-mathew-baker-pilih-nomor-4-pernah-dipakai-jay-idzes-dan-jordi-amat
93,Kompas,2026-06-06,"Rafael Leao Sentil Taktik Allegri di AC Milan, Ingin ke Liga Inggris",0,https://bola.kompas.com/read/2026/06/06/19115078/rafael-leao-sentil-taktik-allegri-di-ac-milan-ingin-ke-liga-inggris
94,Kompas,2026-06-06,Rizky Ridho Raih 50 Caps Bersama Timnas Indonesia Saat Taklukkan Oman,0,https://bola.kompas.com/read/2026/06/06/19024318/rizky-ridho-raih-50-caps-bersama-timnas-indonesia-saat-taklukkan-oman
95,Kompas,2026-06-06,"The Nationals Campus League 2026 Basketball, Perebutan Tiket Asia",0,https://www.kompas.com/sports/read/2026/06/06/18594118/the-nationals-campus-league-2026-basketball-perebutan-tiket-asia
96,Kompas,2026-06-06,Mantan Pemain Timnas Indonesia Irfan Bachdim Jagokan Jepang di Piala Dunia 2026,0,https://bola.kompas.com/read/2026/06/06/18294648/mantan-pemain-timnas-indonesia-irfan-bachdim-jagokan-jepang-di-piala-dunia-2026
97,Kompas,2026-06-06,Hasil Polytron Indonesia Open: Jonatan Christie Melenggang ke Final,0,https://www.kompas.com/badminton/read/2026/06/06/18015158/hasil-polytron-indonesia-open-jonatan-christie-melenggang-ke-final
98,Kompas,2026-06-06,Emil Audero Puji Elkan Baggott Gantikan Peran Jay Idzes di Lini Belakang,0,https://bola.kompas.com/read/2026/06/06/17380198/emil-audero-puji-elkan-baggott-gantikan-peran-jay-idzes-di-lini-belakang
99,Kompas,2026-06-06,Ketika Istora Senayan Disulap Jadi Festival Bulu Tangkis Ramah Anak,0,https://www.kompas.com/badminton/read/2026/06/06/17364408/ketika-istora-senayan-disulap-jadi-festival-bulu-tangkis-ramah-anak
100,Kompas,2026-06-06,"Tradisi Lama Hilang di Piala Dunia 2026, FIFA Pilih Konsep Baru Sebelum Kick Off",1,https://bola.kompas.com/read/2026/06/06/17332868/tradisi-lama-hilang-di-piala-dunia-2026-fifa-pilih-konsep-baru-sebelum-kick-off
101,Kompas,2026-06-06,Pengamat Lihat Komitmen Penuh Mathew Baker untuk Timnas Indonesia,0,https://bola.kompas.com/read/2026/06/06/16073598/pengamat-lihat-komitmen-penuh-mathew-baker-untuk-timnas-indonesia
102,Kompas,2026-06-06,Chelsea Didorong Bajak Julian Alvarez dari Incaran Arsenal,0,https://bola.kompas.com/read/2026/06/06/15454608/chelsea-didorong-bajak-julian-alvarez-dari-incaran-arsenal
103,Kompas,2026-06-06,"Timnas Indonesia Hajar Oman, Buah Fleksibilitas Taktik John Herdman",0,https://bola.kompas.com/read/2026/06/06/15450388/timnas-indonesia-hajar-oman-buah-fleksibilitas-taktik-john-herdman
104,Kompas,2026-06-06,Alasan Como Main Tandang di Tiga Pekan Awal Serie A 2026-2027,1,https://bola.kompas.com/read/2026/06/06/15333978/alasan-como-main-tandang-di-tiga-pekan-awal-serie-a-2026-2027
105,Kompas,2026-06-06,Mathew Baker Akui Banyak Dibantu Kevin Diks di Timnas Senior Indonesia,0,https://bola.kompas.com/read/2026/06/06/15171318/mathew-baker-akui-banyak-dibantu-kevin-diks-di-timnas-senior-indonesia
106,Kompas,2026-06-06,"Pasang Banderol Tinggi, Como Tak Mau Baturina Diambil Bayern Muenchen",1,https://bola.kompas.com/read/2026/06/06/15122948/pasang-banderol-tinggi-como-tak-mau-baturina-diambil-bayern-muenchen
107,Kompas,2026-06-06,John Herdman Ungkap Alasan Hubner dan Beckham Tak Main Penuh Vs Oman,1,https://bola.kompas.com/read/2026/06/06/15041878/john-herdman-ungkap-alasan-hubner-dan-beckham-tak-main-penuh-vs-oman
108,Kompas,2026-06-06,"Sassuolo dan Fabio Grosso Resmi Berpisah, Siapa Kandidat Pelatih Jay Idzes Cs?",1,https://bola.kompas.com/read/2026/06/06/14541898/sassuolo-dan-fabio-grosso-resmi-berpisah-siapa-kandidat-pelatih-jay-idzes-cs
109,Kompas,2026-06-06,"Alasan Justin Hubner Cuma Main 1 Babak, Meski Cetak Gol Timnas Indonesia",1,https://bola.kompas.com/read/2026/06/06/14011538/alasan-justin-hubner-cuma-main-1-babak-meski-cetak-gol-timnas-indonesia
110,Kompas,2026-06-06,"Jadwal Timnas U19 Indonesia Vs Vietnam, Asa Maksimal Nova Arianto",0,https://bola.kompas.com/read/2026/06/06/13510598/jadwal-timnas-u19-indonesia-vs-vietnam-asa-maksimal-nova-arianto
111,Kompas,2026-06-06,Pelatih Timor Leste Tetap Puji Pemainnya Usai Kalah 0-3 dari Indonesia: Mereka Sudah Bekerja Keras,0,https://bola.kompas.com/read/2026/06/06/13373828/pelatih-timor-leste-tetap-puji-pemainnya-usai-kalah-0-3-dari-indonesia-mereka
112,Kompas,2026-06-06,Mathew Baker: Momen Debut di Timnas Indonesia Akan Jadi Kenangan Abadi,0,https://bola.kompas.com/read/2026/06/06/13343218/mathew-baker-momen-debut-di-timnas-indonesia-akan-jadi-kenangan-abadi
113,Kompas,2026-06-06,"Jadi Bahan Kampanye Calon Presiden Real Madrid, Agen Klopp: Ini Menjengkelkan!",0,https://bola.kompas.com/read/2026/06/06/13313258/jadi-bahan-kampanye-calon-presiden-real-madrid-agen-klopp-ini-menjengkelkan
