id,source,date,title,Label,url
19,CNN Indonesia,2026-06-02,"Mengenal Capsule Wardrobe, Konsep Bergaya yang Lebih Mindful",0,https://www.cnnindonesia.com/gaya-hidup/20260602112108-277-1364421/mengenal-capsule-wardrobe-konsep-bergaya-yang-lebih-mindful
20,CNN Indonesia,2026-05-29,"Jangan Dipaksa, Kenali Tanda Anak Siap Toilet Training",0,https://www.cnnindonesia.com/gaya-hidup/20260529093149-284-1363291/jangan-dipaksa-kenali-tanda-anak-siap-toilet-training
21,CNN Indonesia,2026-06-05,"Simak Ya, Ini Cara Kelola Stres Buat Para Orang Tua",1,https://www.cnnindonesia.com/gaya-hidup/20260605083857-255-1365587/simak-ya-ini-cara-kelola-stres-buat-para-orang-tua
22,CNN Indonesia,2026-05-29,"7 Kebiasaan Pagi yang Merusak Ginjal, Jangan Dianggap Sepele!",1,https://www.cnnindonesia.com/gaya-hidup/20260529134633-255-1363410/7-kebiasaan-pagi-yang-merusak-ginjal-jangan-dianggap-sepele
23,CNN Indonesia,2026-06-04,"Mata Melotot Bisa Jadi Tanda Tiroid, Kenali Gejalanya",0,https://www.cnnindonesia.com/gaya-hidup/20260604162402-255-1365372/mata-melotot-bisa-jadi-tanda-tiroid-kenali-gejalanya
24,CNN Indonesia,2026-06-04,"70 Juta Warga RI Diperkirakan Idap Penyakit Hati, Tapi Tak Disadari",0,https://www.cnnindonesia.com/gaya-hidup/20260604134934-255-1365312/70-juta-warga-ri-diperkirakan-idap-penyakit-hati-tapi-tak-disadari
25,CNN Indonesia,2026-06-03,"5 Zodiak Ini Paling Cocok Jadi Pasangan Gemini, Karakternya Serasi",0,https://www.cnnindonesia.com/gaya-hidup/20260603143229-284-1364926/5-zodiak-ini-paling-cocok-jadi-pasangan-gemini-karakternya-serasi
26,CNN Indonesia,2026-06-03,Survei: Singapura Jadi Destinasi Paling Favorit Turis Indonesia,0,https://www.cnnindonesia.com/gaya-hidup/20260603144106-269-1364945/survei-singapura-jadi-destinasi-paling-favorit-turis-indonesia
27,Detik,2026-06-07,"Waspadai Risiko Saraf Kejepit di Balik Tren Padel, Ini Saran Dokter",1,https://health.detik.com/berita-detikhealth/d-8521048/waspadai-risiko-saraf-kejepit-di-balik-tren-padel-ini-saran-dokter
28,Detik,2026-06-06,"Pinggang Sakit Tiap Mau Tidur, Tanda Saraf Kejepit? Ini Kata Dokter",1,https://health.detik.com/berita-detikhealth/d-8521044/pinggang-sakit-tiap-mau-tidur-tanda-saraf-kejepit-ini-kata-dokter
29,Detik,2026-06-06,"Tes Logika, Hanya Si Paling Teliti yang Bisa Jawab 8 Teka-teki Ini",1,https://health.detik.com/berita-detikhealth/d-8520176/tes-logika-hanya-si-paling-teliti-yang-bisa-jawab-8-teka-teki-ini
30,Detik,2026-06-06,Kebiasaan Duduk 'Gaya Udang' gara-gara Salah Kursi Bikin Gen Z Rentan Saraf Kejepit,0,https://health.detik.com/berita-detikhealth/d-8520717/kebiasaan-duduk-gaya-udang-gara-gara-salah-kursi-bikin-gen-z-rentan-saraf-kejepit
31,Detik,2026-06-06,"Rasa Penting, Mindful Eating dengan Baca Label Nutrisi Lebih Penting",0,https://health.detik.com/berita-detikhealth/d-8520173/rasa-penting-mindful-eating-dengan-baca-label-nutrisi-lebih-penting
32,Detik,2026-06-06,Gen Z Sering Nugas di Kafe? Jangan Sampai Saraf Kejepit Cuma Gara-gara Salah Bawa Tas,0,https://health.detik.com/berita-detikhealth/d-8520705/gen-z-sering-nugas-di-kafe-jangan-sampai-saraf-kejepit-cuma-gara-gara-salah-bawa-tas
33,Detik,2026-06-06,"Marak Konten Banding-bandingkan Kandungan Gula Produk Pangan, Ini Komentar BPOM",1,https://health.detik.com/berita-detikhealth/d-8520167/marak-konten-banding-bandingkan-kandungan-gula-produk-pangan-ini-komentar-bpom
34,Detik,2026-06-06,"Gaduh Aturan Wajib Surat Kontrol untuk Pengobatan, Ini Penjelasan BPJS",1,https://health.detik.com/berita-detikhealth/d-8520537/gaduh-aturan-wajib-surat-kontrol-untuk-pengobatan-ini-penjelasan-bpjs
35,Detik,2026-06-06,"Sentilan Kemenkes soal Tren Kopi Gula Aren: Kurangi Gula, Bukan Ganti Gula!",0,https://health.detik.com/berita-detikhealth/d-8520005/sentilan-kemenkes-soal-tren-kopi-gula-aren-kurangi-gula-bukan-ganti-gula
36,Detik,2026-06-06,"Sering Dikaitkan dengan Gula, Apa Sih 'Indeks Glikemik' Itu?",1,https://health.detik.com/berita-detikhealth/d-8519994/sering-dikaitkan-dengan-gula-apa-sih-indeks-glikemik-itu
37,Detik,2026-06-06,"Kasus Diabetes Usia Muda Makin 'Ngegas', Kemenkes Ungkap Pemicunya",1,https://health.detik.com/berita-detikhealth/d-8519906/kasus-diabetes-usia-muda-makin-ngegas-kemenkes-ungkap-pemicunya
38,Detik,2026-06-06,"Gaduh Nata de Coco Disebut Bisa Tak Halal, Ini Kata MUI",1,https://health.detik.com/berita-detikhealth/d-8519907/gaduh-nata-de-coco-disebut-bisa-tak-halal-ini-kata-mui
39,Detik,2026-06-06,"Banyak 'Jebakan Batman', Begini Cara Pahami Kandungan Gula di Label Nutrisi",1,https://health.detik.com/berita-detikhealth/d-8519965/banyak-jebakan-batman-begini-cara-pahami-kandungan-gula-di-label-nutrisi
40,Detik,2026-06-05,"Naik 60 Persen, 2-3 Orang RI Tiap Hari Mengonsumsi Produk Bergula",0,https://health.detik.com/berita-detikhealth/d-8519919/naik-60-persen-2-3-orang-ri-tiap-hari-mengonsumsi-produk-bergula
41,Detik,2026-06-05,"BPKN Sebut Klaim Less Sugar Cuma 'Jebakan Batman', Nutri Level Lebih Helpful",0,https://health.detik.com/berita-detikhealth/d-8519762/bpkn-sebut-klaim-less-sugar-cuma-jebakan-batman-nutri-level-lebih-helpful
42,Detik,2026-06-05,"BPOM RI Gerebek Gudang Kosmetik Ilegal di Tangerang, Nilainya Tembus Rp 27 Miliar",0,https://health.detik.com/berita-detikhealth/d-8519698/bpom-ri-gerebek-gudang-kosmetik-ilegal-di-tangerang-nilainya-tembus-rp-27-miliar
43,Detik,2026-06-05,"Soroti Klaim 'Less Sugar' yang Problematik, BPOM Lebih Sarankan 'Low Sugar'",0,https://health.detik.com/berita-detikhealth/d-8519582/soroti-klaim-less-sugar-yang-problematik-bpom-lebih-sarankan-low-sugar
44,Detik,2026-06-05,"Cerita Pria Kena Gagal Ginjal Kronis di Usia 26, Ini Gejala Awal yang Dirasakan",1,https://health.detik.com/berita-detikhealth/d-8519507/cerita-pria-kena-gagal-ginjal-kronis-di-usia-26-ini-gejala-awal-yang-dirasakan
45,Detik,2026-06-05,Kapan Nutri Level untuk Pangan Kemasan Diterapkan? Ini Kata BPOM,1,https://health.detik.com/berita-detikhealth/d-8519441/kapan-nutri-level-untuk-pangan-kemasan-diterapkan-ini-kata-bpom
46,Detik,2026-06-05,"Kondisi Aktor Tio Pakusadewo, Keluar-Masuk RS gegara Masalah Jantung",0,https://health.detik.com/berita-detikhealth/d-8519196/kondisi-aktor-tio-pakusadewo-keluar-masuk-rs-gegara-masalah-jantung
47,Detik,2026-06-05,"Tak Perlu ke Luar Negeri, Ini Dokter Saraf Kejepit Terbaik di Indonesia",1,https://health.detik.com/berita-detikhealth/d-8519171/tak-perlu-ke-luar-negeri-ini-dokter-saraf-kejepit-terbaik-di-indonesia
48,Detik,2026-06-05,"Sosok Viral Tony Robbins, 'Bule Kekar' yang Diundang Prabowo hingga Ikut Icip MBG",0,https://health.detik.com/berita-detikhealth/d-8519126/sosok-viral-tony-robbins-bule-kekar-yang-diundang-prabowo-hingga-ikut-icip-mbg
49,Detik,2026-06-05,"Kalau Punya Ketajaman Otak Super, Pasti Bisa Tebak Gambar Ini",1,https://health.detik.com/berita-detikhealth/d-8519037/kalau-punya-ketajaman-otak-super-pasti-bisa-tebak-gambar-ini
50,Detik,2026-06-05,"Mengulik Hidden Sugar, Ancaman Tersembunyi di Balik Makanan Kekinian",0,https://health.detik.com/berita-detikhealth/d-8518889/mengulik-hidden-sugar-ancaman-tersembunyi-di-balik-makanan-kekinian
51,Detik,2026-06-05,"Makanan Favorit Warga RI Ini Dikaitkan Kanker Nasofaring, Riset Ungkap Kaitannya",1,https://health.detik.com/berita-detikhealth/d-8518850/makanan-favorit-warga-ri-ini-dikaitkan-kanker-nasofaring-riset-ungkap-kaitannya
52,Detik,2026-06-05,Kisah Pria Kena Gagal Ginjal Stadium Akhir di Usia 28 Tahun,0,https://health.detik.com/berita-detikhealth/d-8518765/kisah-pria-kena-gagal-ginjal-stadium-akhir-di-usia-28-tahun
53,Detik,2026-06-05,"Fakta-fakta Nanik Sarjana Biologi Jadi Kepala BGN, Sebut Tak Bakal Utamakan Kuantitas MBG",0,https://health.detik.com/berita-detikhealth/d-8518582/fakta-fakta-nanik-sarjana-biologi-jadi-kepala-bgn-sebut-tak-bakal-utamakan-kuantitas-mbg
54,Detik,2026-06-05,"Bocah 7 Tahun Kena Gagal Ginjal Stadium Akhir, Sempat Alami Gejala Ini",1,https://health.detik.com/berita-detikhealth/d-8518584/bocah-7-tahun-kena-gagal-ginjal-stadium-akhir-sempat-alami-gejala-ini
55,Detik,2026-06-04,"AS Temukan Kasus Baru Cacing Pemakan Daging, Bisa Serang Manusia?",1,https://health.detik.com/berita-detikhealth/d-8518392/as-temukan-kasus-baru-cacing-pemakan-daging-bisa-serang-manusia
56,Detik,2026-06-04,"Hari Susu Sedunia, Frisian Flag Dorong Kebiasaan Minum Susu Sejak Dini",0,https://health.detik.com/berita-detikhealth/d-8518359/hari-susu-sedunia-frisian-flag-dorong-kebiasaan-minum-susu-sejak-dini
57,Detik,2026-06-04,"Angka Harapan Hidup Singapura Tembus 83 Tahun, Inikah Rahasia Panjang Umurnya?",1,https://health.detik.com/berita-detikhealth/d-8518073/angka-harapan-hidup-singapura-tembus-83-tahun-inikah-rahasia-panjang-umurnya
58,Detik,2026-06-04,"Viral Influencer 'Cosplay' Jadi Disabilitas Banjir Hujatan Dikaitkan Ableism, Apa Itu?",1,https://health.detik.com/berita-detikhealth/d-8517908/viral-influencer-cosplay-jadi-disabilitas-banjir-hujatan-dikaitkan-ableism-apa-itu
59,Detik,2026-06-04,"Tanda Kolesterol Tinggi yang Sering Diabaikan, Hati-hati Berujung Stroke-Jantung",0,https://health.detik.com/berita-detikhealth/d-8517824/tanda-kolesterol-tinggi-yang-sering-diabaikan-hati-hati-berujung-stroke-jantung
60,Detik,2026-06-04,"Viral Influencer 'Cosplay' Jadi Disabilitas, Banjir Hujatan Warganet",0,https://health.detik.com/berita-detikhealth/d-8517523/viral-influencer-cosplay-jadi-disabilitas-banjir-hujatan-warganet
61,Detik,2026-06-04,"Banyak Kasus Katup Jantung di RI Tak Terdeteksi, TAVI-MitraClip Bisa Jadi Solusi",0,https://health.detik.com/berita-detikhealth/d-8517412/banyak-kasus-katup-jantung-di-ri-tak-terdeteksi-tavi-mitraclip-bisa-jadi-solusi
62,Detik,2026-06-04,Hanya Orang Bermata Elang yang Bisa 'Memecahkan' Teka-teki Angka Ini dengan Cepat,1,https://health.detik.com/berita-detikhealth/d-8517410/hanya-orang-bermata-elang-yang-bisa-memecahkan-teka-teki-angka-ini-dengan-cepat
63,Detik,2026-06-04,Momen Prabowo Sedih Harus Copot 'Dadan Cs' dari BGN,0,https://health.detik.com/berita-detikhealth/d-8517339/momen-prabowo-sedih-harus-copot-dadan-cs-dari-bgn
64,Detik,2026-06-04,"Raffi Ahmad Akui Idap Lipoma, Jalani Operasi Usai Pulang Ibadah Haji",0,https://health.detik.com/berita-detikhealth/d-8517223/raffi-ahmad-akui-idap-lipoma-jalani-operasi-usai-pulang-ibadah-haji
65,Detik,2026-06-04,"Tegaskan Lagi Tujuan MBG, Prabowo Singgung Anak Berangkat Sekolah Tak Sarapan",0,https://health.detik.com/berita-detikhealth/d-8517124/tegaskan-lagi-tujuan-mbg-prabowo-singgung-anak-berangkat-sekolah-tak-sarapan
66,Detik,2026-06-04,"Sentil SPPG yang Kasih Lauk Ayam 'Kecil' di MBG, Prabowo: Dosa!",0,https://health.detik.com/berita-detikhealth/d-8517074/sentil-sppg-yang-kasih-lauk-ayam-kecil-di-mbg-prabowo-dosa
67,Detik,2026-06-04,"Dada Terasa Terbakar? Jangan Sepelekan, Ini 10 Kemungkinan Penyebabnya",0,https://health.detik.com/berita-detikhealth/d-8516825/dada-terasa-terbakar-jangan-sepelekan-ini-10-kemungkinan-penyebabnya
68,Detik,2026-06-04,Donald Trump Disebut 'Ketagihan' Jalani Cek Kesehatan,0,https://health.detik.com/berita-detikhealth/d-8516829/donald-trump-disebut-ketagihan-jalani-cek-kesehatan
69,Detik,2026-06-04,"Bukan Luka Biasa, Tanda Kanker Darah Ternyata Bisa Muncul Lewat Perubahan Kulit",0,https://health.detik.com/berita-detikhealth/d-8516827/bukan-luka-biasa-tanda-kanker-darah-ternyata-bisa-muncul-lewat-perubahan-kulit
70,Detik,2026-06-03,"Indonesia Jangan Cuma Jadi Pasar Terapi Gen Dunia, Kepala BPOM: Saatnya Jadi Pemain Utama",0,https://health.detik.com/berita-detikhealth/d-8516739/indonesia-jangan-cuma-jadi-pasar-terapi-gen-dunia-kepala-bpom-saatnya-jadi-pemain-utama
71,Detik,2026-06-03,Kemenkes Ungkap Kebiasaan yang Kerap Tak Disadari Berujung Gagal Ginjal di Usia Muda,0,https://health.detik.com/berita-detikhealth/d-8516530/kemenkes-ungkap-kebiasaan-yang-kerap-tak-disadari-berujung-gagal-ginjal-di-usia-muda
72,Detik,2026-06-03,Gaya Hidup 'Kekinian' yang Tak Disadari Picu Kista Ovarium pada Usia Muda,0,https://health.detik.com/berita-detikhealth/d-8516399/gaya-hidup-kekinian-yang-tak-disadari-picu-kista-ovarium-pada-usia-muda
73,Detik,2026-06-03,"Bukan terkait Golongan Darah, Ternyata Ini yang Bikin Orang Rentan Kolesterol Tinggi",1,https://health.detik.com/berita-detikhealth/d-8516251/bukan-terkait-golongan-darah-ternyata-ini-yang-bikin-orang-rentan-kolesterol-tinggi
74,Detik,2026-06-03,"Ragam Keseruan Aktivitas di Frisian Flag, Temani Langkahmu, Kini dan Nanti",0,https://health.detik.com/berita-detikhealth/d-8516157/ragam-keseruan-aktivitas-di-frisian-flag-temani-langkahmu-kini-dan-nanti
75,Detik,2026-06-03,Radioterapi Adaptif Berbasis AI Bikin Terapi Kanker Lebih Tepat dan Minim Efek Samping,0,https://health.detik.com/berita-detikhealth/d-8516145/radioterapi-adaptif-berbasis-ai-bikin-terapi-kanker-lebih-tepat-dan-minim-efek-samping
76,Detik,2026-06-03,Jepang Kehilangan 3 Juta Penduduk dalam 5 Tahun,0,https://health.detik.com/berita-detikhealth/d-8516107/jepang-kehilangan-3-juta-penduduk-dalam-5-tahun
77,Detik,2026-06-03,"Tes Ketelitian, Bisakah Jawab 6 Tebak Gambar Ini Tanpa Salah?",1,https://health.detik.com/berita-detikhealth/d-8515917/tes-ketelitian-bisakah-jawab-6-tebak-gambar-ini-tanpa-salah
78,Detik,2026-06-03,"Peabo Bryson Penyanyi Hits Beauty and The Beast Meninggal, Begini Riwayat Sakitnya",0,https://health.detik.com/berita-detikhealth/d-8515788/peabo-bryson-penyanyi-hits-beauty-and-the-beast-meninggal-begini-riwayat-sakitnya
79,Detik,2026-06-03,Dadan Hindayana Buka Suara usai Dicopot Jadi Kepala BGN,0,https://health.detik.com/berita-detikhealth/d-8515665/dadan-hindayana-buka-suara-usai-dicopot-jadi-kepala-bgn
80,Detik,2026-06-03,"Banyak yang Tak Sadar, Ternyata 70 Juta Warga RI Idap Penyakit Hati Kronis",0,https://health.detik.com/berita-detikhealth/d-8515576/banyak-yang-tak-sadar-ternyata-70-juta-warga-ri-idap-penyakit-hati-kronis
81,Detik,2026-06-03,"Datangi Klinik Ponakan di Solo, Jokowi Luangkan Waktu Periksa Gigi dan Mulut",0,https://health.detik.com/berita-detikhealth/d-8515485/datangi-klinik-ponakan-di-solo-jokowi-luangkan-waktu-periksa-gigi-dan-mulut
82,Detik,2026-06-03,"Profil Agustina Arumsari dan Mayjen TNI Trenggono, Wakil Kepala BGN Baru",0,https://health.detik.com/berita-detikhealth/d-8515426/profil-agustina-arumsari-dan-mayjen-tni-trenggono-wakil-kepala-bgn-baru
83,Detik,2026-06-03,"Pemilik Golongan Darah Ini Disebut Lebih Rentan Kolesterol Tinggi, Benarkah?",1,https://health.detik.com/berita-detikhealth/d-8515061/pemilik-golongan-darah-ini-disebut-lebih-rentan-kolesterol-tinggi-benarkah
84,Detik,2026-06-03,"Alasan Prabowo Copot Dadan dari Kepala BGN, Singgung soal Kualitas Makanan",0,https://health.detik.com/berita-detikhealth/d-8515383/alasan-prabowo-copot-dadan-dari-kepala-bgn-singgung-soal-kualitas-makanan
85,Detik,2026-06-03,"Jangan Sepelekan Lemas Mendadak Usai Kurang Tidur, Bisa Jadi Gejala Stroke Ringan",0,https://health.detik.com/berita-detikhealth/d-8515036/jangan-sepelekan-lemas-mendadak-usai-kurang-tidur-bisa-jadi-gejala-stroke-ringan
86,Detik,2026-06-02,"Profil Nanik S Deyang, Kepala BGN Baru yang Gantikan Dadan Hindayana",0,https://health.detik.com/berita-detikhealth/d-8515264/profil-nanik-s-deyang-kepala-bgn-baru-yang-gantikan-dadan-hindayana
87,Detik,2026-06-02,Istana Bicara Nasib MBG Usai Dadan Hindayana Dicopot dari Kepala BGN,0,https://health.detik.com/berita-detikhealth/d-8515244/istana-bicara-nasib-mbg-usai-dadan-hindayana-dicopot-dari-kepala-bgn
88,Detik,2026-06-02,"Heboh Penampakan Usus Wanita yang Susah BAB, Kenali Pemicu Sembelit",1,https://health.detik.com/berita-detikhealth/d-8515144/heboh-penampakan-usus-wanita-yang-susah-bab-kenali-pemicu-sembelit
89,Detik,2026-06-02,"Kontak Erat Hantavirus MV Hondius di RI Sudah Pulang dari RSPI SS, Menkes Bilang Gini",1,https://health.detik.com/berita-detikhealth/d-8514995/kontak-erat-hantavirus-mv-hondius-di-ri-sudah-pulang-dari-rspi-ss-menkes-bilang-gini
90,Detik,2026-06-02,Kepala BPOM Sebut Potensi Temulawak dan Kunyit Asli RI Nggak Kalah dari Ginseng Korsel,0,https://health.detik.com/berita-detikhealth/d-8514903/kepala-bpom-sebut-potensi-temulawak-dan-kunyit-asli-ri-nggak-kalah-dari-ginseng-korsel
91,Detik,2026-06-02,"Serupa Tapi Tak Sama, Kenali Beda Ciri-ciri Miom VS Kista",0,https://health.detik.com/berita-detikhealth/d-8514802/serupa-tapi-tak-sama-kenali-beda-ciri-ciri-miom-vs-kista
92,Detik,2026-06-02,BPOM Bicara Kemungkinan Harga Obat Naik usai Nilai Tukar Rupiah Melemah,0,https://health.detik.com/berita-detikhealth/d-8514600/bpom-bicara-kemungkinan-harga-obat-naik-usai-nilai-tukar-rupiah-melemah
93,Detik,2026-06-02,Menkes Soroti Harga Obat di RI Bisa 6 Kali Lipat Lebih Mahal dari Rerata Global,0,https://health.detik.com/berita-detikhealth/d-8514475/menkes-soroti-harga-obat-di-ri-bisa-6-kali-lipat-lebih-mahal-dari-rerata-global
94,Detik,2026-06-02,Kejelian Mata Diuji! Hitung Berapa Banyak Hewan di Gambar Ini dengan Cepat,1,https://health.detik.com/berita-detikhealth/d-8514345/kejelian-mata-diuji-hitung-berapa-banyak-hewan-di-gambar-ini-dengan-cepat
95,Detik,2026-06-02,"Heboh Youtuber Ditangkap Pakai Whip Pink, Kepala BPOM RI Buka Suara",1,https://health.detik.com/berita-detikhealth/d-8514287/heboh-youtuber-ditangkap-pakai-whip-pink-kepala-bpom-ri-buka-suara
96,Detik,2026-06-02,Prihatinnya Menkes Soal Dugaan Riset Kedokteran Palsu demi Travel Grant ke LN,0,https://health.detik.com/berita-detikhealth/d-8514225/prihatinnya-menkes-soal-dugaan-riset-kedokteran-palsu-demi-travel-grant-ke-ln
97,Detik,2026-06-02,Y90 Jadi Harapan Baru untuk Pasien Kanker Hati yang Sulit Dioperasi,0,https://health.detik.com/berita-detikhealth/d-8513841/y90-jadi-harapan-baru-untuk-pasien-kanker-hati-yang-sulit-dioperasi
98,Detik,2026-06-02,Makan Ice Cream Bikin 'Brain Freeze'? Ternyata Ada Penjelasan Medisnya,1,https://health.detik.com/berita-detikhealth/d-8514140/makan-ice-cream-bikin-brain-freeze-ternyata-ada-penjelasan-medisnya
99,Detik,2026-06-02,"Terapi CAR T-Cell, Harapan Baru Pengobatan Kanker Darah di Indonesia",0,https://health.detik.com/berita-detikhealth/d-8513839/terapi-car-t-cell-harapan-baru-pengobatan-kanker-darah-di-indonesia
100,Detik,2026-06-02,"BGN Tangguhkan Operasional 2.213 SPPG, Ini Alasannya",1,https://health.detik.com/berita-detikhealth/d-8513966/bgn-tangguhkan-operasional-2-213-sppg-ini-alasannya
101,Detik,2026-06-02,Ilmuwan Temukan Organ Kecil di Dada yang Jadi Penentu Umur Panjang,0,https://health.detik.com/berita-detikhealth/d-8513576/ilmuwan-temukan-organ-kecil-di-dada-yang-jadi-penentu-umur-panjang
102,Detik,2026-06-01,"7 Tantangan Tebak Gambar, Hanya yang Teliti Bisa Jawab Semua",1,https://health.detik.com/berita-detikhealth/d-8512850/7-tantangan-tebak-gambar-hanya-yang-teliti-bisa-jawab-semua
103,Detik,2026-06-01,"Viral Hasil Rontgen Usus Wanita Susah BAB, Penampakannya Bikin Merinding",1,https://health.detik.com/berita-detikhealth/d-8513597/viral-hasil-rontgen-usus-wanita-susah-bab-penampakannya-bikin-merinding
104,Detik,2026-06-01,Kabar Baik! Skrining Kanker Kolorektal Masuk Program Cek Kesehatan Gratis,0,https://health.detik.com/berita-detikhealth/d-8513532/kabar-baik-skrining-kanker-kolorektal-masuk-program-cek-kesehatan-gratis
105,Detik,2026-06-01,"Dokter Gedung Putih Minta Trump Olahraga dan Diet, Berat Badannya Naik Segini",1,https://health.detik.com/berita-detikhealth/d-8512806/dokter-gedung-putih-minta-trump-olahraga-dan-diet-berat-badannya-naik-segini
106,Detik,2026-06-01,"Ada Benjolan di Leher, Gejala Gondokan atau Gondongan? Begini Membedakannya",1,https://health.detik.com/berita-detikhealth/d-8512795/ada-benjolan-di-leher-gejala-gondokan-atau-gondongan-begini-membedakannya
107,Detik,2026-06-01,"Keseruan Hari Terakhir Frisian Flag, Temani Langkahmu, Kini dan Nanti",0,https://health.detik.com/berita-detikhealth/d-8513097/keseruan-hari-terakhir-frisian-flag-temani-langkahmu-kini-dan-nanti
108,Detik,2026-06-01,Pentingnya Mengetahui Love Language untuk Isi Tangki Cinta Si Kecil,0,https://health.detik.com/berita-detikhealth/d-8513088/pentingnya-mengetahui-love-language-untuk-isi-tangki-cinta-si-kecil
109,Detik,2026-06-01,Guru Besar IPB Ungkap Kriteria Susu Berkualitas dan Aman,0,https://health.detik.com/berita-detikhealth/d-8513076/guru-besar-ipb-ungkap-kriteria-susu-berkualitas-dan-aman
