id,source,date,title,Label,url
27,CNN Indonesia,2026-06-06,Transjakarta Ubah Koridor 13 Jadi Arena Ajang Lari 12 Juli,0,https://www.cnnindonesia.com/nasional/20260606092236-20-1366006/transjakarta-ubah-koridor-13-jadi-arena-ajang-lari-12-juli
28,CNN Indonesia,2026-06-06,Fakta-fakta Penggeledahan Rumah Silmy Karim: Mobil Mewah Diangkut,1,https://www.cnnindonesia.com/nasional/20260606080522-12-1365998/fakta-fakta-penggeledahan-rumah-silmy-karim-mobil-mewah-diangkut
29,CNN Indonesia,2026-06-05,Janji Sony Sonjaya Bakal 'Nyanyi' di Kasus Korupsi MBG,0,https://www.cnnindonesia.com/nasional/20260605192132-12-1365913/janji-sony-sonjaya-bakal-nyanyi-di-kasus-korupsi-mbg
30,CNN Indonesia,2026-06-05,Tampilan Busana 'Bling-bling' Jemaah Haji Asal Gowa,0,https://www.cnnindonesia.com/nasional/20260605141131-20-1365720/tampilan-busana-bling-bling-jemaah-haji-asal-gowa
31,CNN Indonesia,2026-06-05,Kodam Siliwangi Turun ke Kasus Brimob Dibacok Mata Elang di Banten,0,https://www.cnnindonesia.com/nasional/20260605141907-12-1365735/kodam-siliwangi-turun-ke-kasus-brimob-dibacok-mata-elang-di-banten
32,CNN Indonesia,2026-06-05,Satgas PKH Diminta Tentukan Status Hukum 15 Kontainer Ditahan di Batam,0,https://www.cnnindonesia.com/nasional/20260605212816-12-1365959/satgas-pkh-diminta-tentukan-status-hukum-15-kontainer-ditahan-di-batam
33,CNN Indonesia,2026-06-05,Layanan Keimigrasian Tetap Berjalan Normal di Tengah Proses Hukum KPK,0,https://www.cnnindonesia.com/nasional/20260605204841-12-1365942/layanan-keimigrasian-tetap-berjalan-normal-di-tengah-proses-hukum-kpk
34,CNN Indonesia,2026-06-05,Marak Situs Palsu SPMB Solo: Minta Biaya dan Comot Foto Wali Kota,0,https://www.cnnindonesia.com/nasional/20260605183424-12-1365899/marak-situs-palsu-spmb-solo-minta-biaya-dan-comot-foto-wali-kota
35,CNN Indonesia,2026-06-05,Polisi Lampung Dilempari Batu Saat Mau Tangkap DPO Begal di Pernikahan,0,https://www.cnnindonesia.com/nasional/20260605145819-12-1365766/polisi-lampung-dilempari-batu-saat-mau-tangkap-dpo-begal-di-pernikahan
36,CNN Indonesia,2026-06-05,"Bripka Dedy, 'Sniper' Bekingi Kampung Narkoba Samarinda Ditahan",0,https://www.cnnindonesia.com/nasional/20260605205135-12-1365944/bripka-dedy-sniper-bekingi-kampung-narkoba-samarinda-ditahan
37,CNN Indonesia,2026-06-05,"Viral Ricuh di Sekolah Islam Pamulang, UIN Jakarta Buka Suara",1,https://www.cnnindonesia.com/nasional/20260605222257-12-1365963/viral-ricuh-di-sekolah-islam-pamulang-uin-jakarta-buka-suara
38,CNN Indonesia,2026-06-05,"Gunung Lewotobi di NTT Erupsi 6 Kali, Bandara Maumere Ditutup",0,https://www.cnnindonesia.com/nasional/20260605210027-20-1365953/gunung-lewotobi-di-ntt-erupsi-6-kali-bandara-maumere-ditutup
39,CNN Indonesia,2026-06-05,RUU Polri: Pemerintah Usul Polisi Aktif Bisa Tugas di BGN dan BPOM,0,https://www.cnnindonesia.com/nasional/20260605200118-12-1365928/ruu-polri-pemerintah-usul-polisi-aktif-bisa-tugas-di-bgn-dan-bpom
40,CNN Indonesia,2026-06-05,"KPK Juga Sita Dolar, Euro hingga Perhiasan dari Rumah Silmy Karim",0,https://www.cnnindonesia.com/nasional/20260605202542-12-1365937/kpk-juga-sita-dolar-euro-hingga-perhiasan-dari-rumah-silmy-karim
41,CNN Indonesia,2026-06-05,"BPOM Gerebek Gudang Kosmetik di Tangerang, Sita 2 Juta Produk Rp27,6 M",0,https://www.cnnindonesia.com/nasional/20260605182955-12-1365898/bpom-gerebek-gudang-kosmetik-di-tangerang-sita-2-juta-produk-rp276-m
42,CNN Indonesia,2026-06-05,Pendaki Ilegal Semeru Bertahan 4 Hari di Jurang Sedalam 375 Meter,0,https://www.cnnindonesia.com/nasional/20260605194118-20-1365921/pendaki-ilegal-semeru-bertahan-4-hari-di-jurang-sedalam-375-meter
43,CNN Indonesia,2026-06-05,"5 Jam Geledah Rumah Silmy Karim, KPK Angkut Kendaraan Super Mewah",0,https://www.cnnindonesia.com/nasional/20260605193325-12-1365917/5-jam-geledah-rumah-silmy-karim-kpk-angkut-kendaraan-super-mewah
44,CNN Indonesia,2026-06-05,Gunung Lewotobi Laki-laki di NTT Meletus Jumat Malam,0,https://www.cnnindonesia.com/nasional/20260605192647-20-1365916/gunung-lewotobi-laki-laki-di-ntt-meletus-jumat-malam
45,CNN Indonesia,2026-06-05,"Digeledah KPK, 2 Mobil Towing Masuk ke Rumah Eks Wamen Silmy Karim",0,https://www.cnnindonesia.com/nasional/20260605185100-12-1365908/digeledah-kpk-2-mobil-towing-masuk-ke-rumah-eks-wamen-silmy-karim
46,CNN Indonesia,2026-06-05,"Fia Lelah Teror Api di Rumah Sleman: Tidur 3 Jam, Rugi Rp70 Juta",0,https://www.cnnindonesia.com/nasional/20260605171230-20-1365840/fia-lelah-teror-api-di-rumah-sleman-tidur-3-jam-rugi-rp70-juta
47,CNN Indonesia,2026-06-05,"Kapal Karam di Perairan Tanjung Api Sumut: 21 Selamat, 2 Masih Hilang",0,https://www.cnnindonesia.com/nasional/20260605181648-20-1365891/kapal-karam-di-perairan-tanjung-api-sumut-21-selamat-2-masih-hilang
48,CNN Indonesia,2026-06-05,Viral Polisi di Jakarta Pungli Minta Isi Saldo e-Money Rp300 Ribu,1,https://www.cnnindonesia.com/nasional/20260605182041-12-1365895/viral-polisi-di-jakarta-pungli-minta-isi-saldo-e-money-rp300-ribu
49,CNN Indonesia,2026-06-05,Mahasiswa Demo di DPR Soroti Eksploitasi Lingkungan di Papua,0,https://www.cnnindonesia.com/nasional/20260605180910-32-1365887/mahasiswa-demo-di-dpr-soroti-eksploitasi-lingkungan-di-papua
50,CNN Indonesia,2026-06-05,Mama Sinta Ajukan Permohonan Perlindungan ke LPSK,0,https://www.cnnindonesia.com/nasional/20260605174808-12-1365874/mama-sinta-ajukan-permohonan-perlindungan-ke-lpsk
51,CNN Indonesia,2026-06-05,"Rumah Silmy Karim Digeledah KPK, Pengacara Buka Suara",1,https://www.cnnindonesia.com/nasional/20260605173530-12-1365866/rumah-silmy-karim-digeledah-kpk-pengacara-buka-suara
52,CNN Indonesia,2026-06-05,Eks Wakil Menteri Silmy Karim Bakal Pertimbangkan Opsi Praperadilan,0,https://www.cnnindonesia.com/nasional/20260605171954-12-1365851/eks-wakil-menteri-silmy-karim-bakal-pertimbangkan-opsi-praperadilan
53,CNN Indonesia,2026-06-05,Puluhan Warga Karawaci Protes Polusi Debu Batu Bara dari Pabrik,0,https://www.cnnindonesia.com/nasional/20260605154352-20-1365798/puluhan-warga-karawaci-protes-polusi-debu-batu-bara-dari-pabrik
54,CNN Indonesia,2026-06-05,"Perempuan di Jembrana Tewas Suspek Rabies, Sempat Digigit Kucing",0,https://www.cnnindonesia.com/nasional/20260605155849-20-1365811/perempuan-di-jembrana-tewas-suspek-rabies-sempat-digigit-kucing
55,CNN Indonesia,2026-06-05,Menkum Supratman Jawab Aduan Masyarakat soal Masalah Hukum,0,https://www.cnnindonesia.com/nasional/20260605155133-12-1365800/menkum-supratman-jawab-aduan-masyarakat-soal-masalah-hukum
56,CNN Indonesia,2026-06-05,Catatan Pakar Soal Kompolnas di RUU Polri: Syarat Usia Hingga Wewenang,1,https://www.cnnindonesia.com/nasional/20260605153140-12-1365792/catatan-pakar-soal-kompolnas-di-ruu-polri-syarat-usia-hingga-wewenang
57,CNN Indonesia,2026-06-05,"Jam CFD Jakarta Berubah Mulai 7 Juni, Cek Jadwal Terbarunya di Sini",1,https://www.cnnindonesia.com/nasional/20260605145951-20-1365770/jam-cfd-jakarta-berubah-mulai-7-juni-cek-jadwal-terbarunya-di-sini
58,CNN Indonesia,2026-06-05,"Sony Sonjaya Diklaim Ditekan 'Nama Besar', Bakal Bongkar Kala Jadi JC",1,https://www.cnnindonesia.com/nasional/20260605144025-12-1365760/sony-sonjaya-diklaim-ditekan-nama-besar-bakal-bongkar-kala-jadi-jc
59,CNN Indonesia,2026-06-04,Aqua Laguna dan Desa Cemarajaya Karawang yang Hilang Ditelan Abrasi,1,https://www.cnnindonesia.com/nasional/20260604163222-20-1365409/aqua-laguna-dan-desa-cemarajaya-karawang-yang-hilang-ditelan-abrasi
60,CNN Indonesia,2026-06-05,"Ada Timnas vs Oman, Indonesia Open, Pengendara Diimbau Hindari GBK",0,https://www.cnnindonesia.com/nasional/20260605143844-20-1365750/ada-timnas-vs-oman-indonesia-open-pengendara-diimbau-hindari-gbk
61,CNN Indonesia,2026-06-05,Kejagung: Vendor Motor Listrik BGN Tak Punya Dealer dan Bengkel,0,https://www.cnnindonesia.com/nasional/20260605141548-12-1365724/kejagung-vendor-motor-listrik-bgn-tak-punya-dealer-dan-bengkel
62,CNN Indonesia,2026-06-04,"Pesisir Karawang Kritis, Abrasi Lenyapkan Rumah Warga Desa Cemarajaya",0,https://www.cnnindonesia.com/nasional/20260604134338-20-1365309/pesisir-karawang-kritis-abrasi-lenyapkan-rumah-warga-desa-cemarajaya
63,CNN Indonesia,2026-06-04,Krisis Iklim dan Seni Bertahan Hidup di Gang Malaka Jaya Jaktim,0,https://www.cnnindonesia.com/nasional/20260604141304-20-1365348/krisis-iklim-dan-seni-bertahan-hidup-di-gang-malaka-jaya-jaktim
64,CNN Indonesia,2026-06-05,"Respons Marak Kasus Korupsi, Menkum Singgung Pesan Keras dari Prabowo",1,https://www.cnnindonesia.com/nasional/20260605134821-12-1365714/respons-marak-kasus-korupsi-menkum-singgung-pesan-keras-dari-prabowo
65,CNN Indonesia,2026-06-05,KPK Geledah Rumah Mewah Silmy Karim di Jakarta Selatan,0,https://www.cnnindonesia.com/nasional/20260605135950-12-1365717/kpk-geledah-rumah-mewah-silmy-karim-di-jakarta-selatan
66,CNN Indonesia,2026-06-05,DPR Godok Aturan soal Polisi Terafiliasi Ormas di RUU Polri,0,https://www.cnnindonesia.com/nasional/20260605130252-32-1365693/dpr-godok-aturan-soal-polisi-terafiliasi-ormas-di-ruu-polri
67,CNN Indonesia,2026-06-05,"CFD Rasuna Said Kembali Digelar 7 Juni, Ini Daftar Rute Alternatif",1,https://www.cnnindonesia.com/nasional/20260605130850-20-1365691/cfd-rasuna-said-kembali-digelar-7-juni-ini-daftar-rute-alternatif
68,CNN Indonesia,2026-06-05,Karhutla di Nagan Raya Aceh Meluas hingga 90 Hektare,0,https://www.cnnindonesia.com/nasional/20260605123233-20-1365681/karhutla-di-nagan-raya-aceh-meluas-hingga-90-hektare
69,CNN Indonesia,2026-06-04,Kata-kata Erwin Wawalkot Bandung Usai Kasusnya Disetop Kejari,1,https://www.cnnindonesia.com/nasional/20260604131502-20-1365292/kata-kata-erwin-wawalkot-bandung-usai-kasusnya-disetop-kejari
70,CNN Indonesia,2026-06-05,Yusril Terima Masukan Masyarakat soal Pungutan Liar Layanan Imigrasi,0,https://www.cnnindonesia.com/nasional/20260605120309-12-1365675/yusril-terima-masukan-masyarakat-soal-pungutan-liar-layanan-imigrasi
71,CNN Indonesia,2026-06-05,KPK: Pengadilan Tinggi Singapura Tolak Permohonan Paulus Tannos,0,https://www.cnnindonesia.com/nasional/20260605112258-12-1365662/kpk-pengadilan-tinggi-singapura-tolak-permohonan-paulus-tannos
72,CNN Indonesia,2026-06-05,Mendagri Jamin Penilaian Apresiasi Pemda Berprestasi Berjalan Objektif,0,https://www.cnnindonesia.com/nasional/20260605103919-25-1365646/mendagri-jamin-penilaian-apresiasi-pemda-berprestasi-berjalan-objektif
73,CNN Indonesia,2026-06-05,Jaksa Ungkap Cuan Miliaran Dadan Cs dari Insentif Harian Rp6 Juta MBG,0,https://www.cnnindonesia.com/nasional/20260605103352-12-1365644/jaksa-ungkap-cuan-miliaran-dadan-cs-dari-insentif-harian-rp6-juta-mbg
74,CNN Indonesia,2026-06-05,Kemendagri Beri Penghargaan Pemda Berprestasi Regional Jawa-Bali,0,https://www.cnnindonesia.com/nasional/20260605100516-25-1365632/kemendagri-beri-penghargaan-pemda-berprestasi-regional-jawa-bali
75,CNN Indonesia,2026-06-05,Alasan PDIP Respons Blusukan Jokowi sebagai Matahari Lain Prabowo,1,https://www.cnnindonesia.com/nasional/20260605091044-32-1365595/alasan-pdip-respons-blusukan-jokowi-sebagai-matahari-lain-prabowo
76,CNN Indonesia,2026-06-05,"Gunung Lewotobi Erupsi, Semburan Abu Vulkanik 2,5 Km",0,https://www.cnnindonesia.com/nasional/20260605094120-20-1365604/gunung-lewotobi-erupsi-semburan-abu-vulkanik-25-km
77,CNN Indonesia,2026-06-05,Alasan Sony Sonjaya Mau 'Nyanyi' Jadi Justice Collaborator Kasus BGN,1,https://www.cnnindonesia.com/nasional/20260605084721-12-1365590/alasan-sony-sonjaya-mau-nyanyi-jadi-justice-collaborator-kasus-bgn
78,CNN Indonesia,2026-06-05,Silmy Karim Diduga Terima Setoran Rutin Sejak Dirjen hingga Jadi Wamen,0,https://www.cnnindonesia.com/nasional/20260605081326-12-1365581/silmy-karim-diduga-terima-setoran-rutin-sejak-dirjen-hingga-jadi-wamen
79,CNN Indonesia,2026-06-05,"Dirjen hingga Staf Kemnaker Divonis 4-6,5 Tahun Penjara di Kasus K3",0,https://www.cnnindonesia.com/nasional/20260605074348-12-1365580/dirjen-hingga-staf-kemnaker-divonis-4-65-tahun-penjara-di-kasus-k3
80,CNN Indonesia,2026-06-04,"Transportasi DKI Nomor 17 Dunia, Pramono Ajak Menteri-Kapolri Naik Tj",0,https://www.cnnindonesia.com/nasional/20260604145607-20-1365342/transportasi-dki-nomor-17-dunia-pramono-ajak-menteri-kapolri-naik-tj
81,CNN Indonesia,2026-06-05,Irvian Bobby 'Sultan' Kemenaker Divonis 6 Tahun Penjara,0,https://www.cnnindonesia.com/nasional/20260605071537-12-1365562/irvian-bobby-sultan-kemenaker-divonis-6-tahun-penjara
82,CNN Indonesia,2026-06-05,"Gempa Banggai M5,6 di Laut, Terasa Keras di Luwuk-Tak Potensi Tsunami",0,https://www.cnnindonesia.com/nasional/20260605072726-20-1365563/gempa-banggai-m56-di-laut-terasa-keras-di-luwuk-tak-potensi-tsunami
83,CNN Indonesia,2026-06-05,KPK Masih Pikir-pikir atas Vonis Noel yang Lebih Rendah dari Tuntutan,0,https://www.cnnindonesia.com/nasional/20260605061730-12-1365538/kpk-masih-pikir-pikir-atas-vonis-noel-yang-lebih-rendah-dari-tuntutan
84,CNN Indonesia,2026-06-04,Pakar UGM Sebut Kebakaran Berulang di Sleman Kasus Khusus,1,https://www.cnnindonesia.com/nasional/20260604203004-20-1365491/pakar-ugm-sebut-kebakaran-berulang-di-sleman-kasus-khusus
85,CNN Indonesia,2026-06-05,Permukiman Dekat Stasiun Tanah Abang Kebakaran,0,https://www.cnnindonesia.com/nasional/20260605064305-20-1365551/permukiman-dekat-stasiun-tanah-abang-kebakaran
86,CNN Indonesia,2026-06-04,Kejagung Ungkap Alasan Tak Sita Seluruh Motor Listrik BGN Era Dadan,1,https://www.cnnindonesia.com/nasional/20260604161634-12-1365373/kejagung-ungkap-alasan-tak-sita-seluruh-motor-listrik-bgn-era-dadan
87,CNN Indonesia,2026-06-04,KPK Bakal Arahkan Penyidikan Kasus Silmy Karim dkk ke TPPU,0,https://www.cnnindonesia.com/nasional/20260604184717-12-1365432/kpk-bakal-arahkan-penyidikan-kasus-silmy-karim-dkk-ke-tppu
88,CNN Indonesia,2026-06-04,"Suami di Sulbar Tebas Istri dan Anak hingga Tewas, Polisi Buru Pelaku",0,https://www.cnnindonesia.com/nasional/20260604152752-12-1365356/suami-di-sulbar-tebas-istri-dan-anak-hingga-tewas-polisi-buru-pelaku
89,CNN Indonesia,2026-06-04,Istana Ungkap Pelantikan Pimpinan Baru BGN Digelar Pekan Depan,0,https://www.cnnindonesia.com/nasional/20260604214739-32-1365518/istana-ungkap-pelantikan-pimpinan-baru-bgn-digelar-pekan-depan
90,CNN Indonesia,2026-06-04,Pemerintah Diminta Buat UU Permuseuman hingga Revisi UU Cagar Budaya,0,https://www.cnnindonesia.com/nasional/20260604222329-20-1365520/pemerintah-diminta-buat-uu-permuseuman-hingga-revisi-uu-cagar-budaya
91,CNN Indonesia,2026-06-04,4 Terdakwa Korupsi Penjualan Lahan PTPN ke Citraland Divonis Bebas,0,https://www.cnnindonesia.com/nasional/20260604075305-12-1365161/4-terdakwa-korupsi-penjualan-lahan-ptpn-ke-citraland-divonis-bebas
92,CNN Indonesia,2026-06-04,Eks Waka BGN Sony Sonjaya Akan Ajukan Diri Jadi Justice Collaborator,0,https://www.cnnindonesia.com/nasional/20260604231240-12-1365522/eks-waka-bgn-sony-sonjaya-akan-ajukan-diri-jadi-justice-collaborator
93,CNN Indonesia,2026-06-04,"Viral Pria di Bali Nikahi 2 Perempuan Sekaligus, Kades Buka Suara",1,https://www.cnnindonesia.com/nasional/20260604222711-20-1365521/viral-pria-di-bali-nikahi-2-perempuan-sekaligus-kades-buka-suara
94,CNN Indonesia,2026-06-04,Prajurit TNI AD Jadi Tersangka Kasus Bacok Brimob di Banten,0,https://www.cnnindonesia.com/nasional/20260604213224-12-1365516/prajurit-tni-ad-jadi-tersangka-kasus-bacok-brimob-di-banten
95,CNN Indonesia,2026-06-04,"Istana Sebut Ganti Silmy Karim Belum Ada, Buka Kans Said Iqbal Gabung",0,https://www.cnnindonesia.com/nasional/20260604205508-32-1365513/istana-sebut-ganti-silmy-karim-belum-ada-buka-kans-said-iqbal-gabung
96,CNN Indonesia,2026-06-04,Jemaah Haji Asal Jatim Wafat di Pesawat saat Perjalanan Pulang ke RI,0,https://www.cnnindonesia.com/nasional/20260604204228-20-1365506/jemaah-haji-asal-jatim-wafat-di-pesawat-saat-perjalanan-pulang-ke-ri
97,CNN Indonesia,2026-06-04,Kejagung Usut Jual Beli Izin Titik SPPG MBG yang Dikeluarkan Dadan Cs,0,https://www.cnnindonesia.com/nasional/20260604164845-12-1365400/kejagung-usut-jual-beli-izin-titik-sppg-mbg-yang-dikeluarkan-dadan-cs
98,CNN Indonesia,2026-06-07,Bahlil Tepok Jidat Lagu My Little Bolu Ketan Diputar saat Mau Pidato,0,https://www.cnnindonesia.com/nasional/20260607161513-36-1366371/bahlil-tepok-jidat-lagu-my-little-bolu-ketan-diputar-saat-mau-pidato
99,CNN Indonesia,2026-06-07,Said Iqbal Dikabarkan Bakal Dilantik Jadi Penasihat Presiden Besok,1,https://www.cnnindonesia.com/nasional/20260607170319-32-1366384/said-iqbal-dikabarkan-bakal-dilantik-jadi-penasihat-presiden-besok
100,CNN Indonesia,2026-06-07,Said Iqbal Respons Masuk Kabinet Prabowo: Tunggu Pengumuman Resmi,0,https://www.cnnindonesia.com/nasional/20260607143217-32-1366339/said-iqbal-respons-masuk-kabinet-prabowo-tunggu-pengumuman-resmi
101,CNN Indonesia,2026-06-07,Natalius Pigai Usul Jabatan Utama di Polri Bisa Diisi Warga Sipil,0,https://www.cnnindonesia.com/nasional/20260607123326-32-1366312/natalius-pigai-usul-jabatan-utama-di-polri-bisa-diisi-warga-sipil
102,CNN Indonesia,2026-06-07,Prabowo Perintahkan Teddy Sisir Gedung Negara Buat Sekolah Rakyat,0,https://www.cnnindonesia.com/nasional/20260607122801-32-1366310/prabowo-perintahkan-teddy-sisir-gedung-negara-buat-sekolah-rakyat
103,CNN Indonesia,2026-06-07,Buruh Respons Kabar Said Iqbal Ditimbang Masuk Kabinet Prabowo,0,https://www.cnnindonesia.com/nasional/20260607121101-32-1366306/buruh-respons-kabar-said-iqbal-ditimbang-masuk-kabinet-prabowo
104,CNN Indonesia,2026-06-04,Respons Istana soal Wamen Imipas Silmy Karim Ditahan KPK,1,https://www.cnnindonesia.com/nasional/20260604093148-32-1365216/respons-istana-soal-wamen-imipas-silmy-karim-ditahan-kpk
105,CNN Indonesia,2026-06-04,Prabowo Mengaku Sedih Copot Dadan dari BGN,0,https://www.cnnindonesia.com/nasional/20260604092526-36-1365205/prabowo-mengaku-sedih-copot-dadan-dari-bgn
106,CNN Indonesia,2026-06-04,"Kata-kata Prabowo soal Dadan BGN, Sedih Copot Orang Kepercayaan",1,https://www.cnnindonesia.com/nasional/20260604081553-32-1365183/kata-kata-prabowo-soal-dadan-bgn-sedih-copot-orang-kepercayaan
107,CNN Indonesia,2026-06-04,Prabowo Minta MBG Tak Perkaya Oknum: Makan Paling Gampang Dikorupsi,0,https://www.cnnindonesia.com/nasional/20260603190430-32-1365072/prabowo-minta-mbg-tak-perkaya-oknum-makan-paling-gampang-dikorupsi
108,CNN Indonesia,2026-06-03,Prabowo Sedih Terpaksa Harus Copot Dadan Cs dari BGN,0,https://www.cnnindonesia.com/nasional/20260603200938-32-1365094/prabowo-sedih-terpaksa-harus-copot-dadan-cs-dari-bgn
109,CNN Indonesia,2026-06-03,Kata-kata Nanik Deyang Usai Ditunjuk Prabowo Gantikan Dadan Pimpin BGN,1,https://www.cnnindonesia.com/nasional/20260603162314-32-1364991/kata-kata-nanik-deyang-usai-ditunjuk-prabowo-gantikan-dadan-pimpin-bgn
